Rank,Model,CV RMSE,CV RMSE SD,CV MAE,CV R2,OOF RMSE,Train RMSE,Train R2,Test RMSE,Test MAE,Test R2,Cl-rich RMSE,MA-present RMSE,Best params
1,XGBoost,0.05126654889452699,0.0025734735879604904,0.034898725890525686,0.971518967833711,0.05132021219419222,0.028340183879516572,0.9916003533860215,0.060564563163709645,0.045434886725052526,0.9765829518182243,0.10809501949110317,0.06140569179195751,"{'colsample_bytree': 1.0, 'learning_rate': 0.03, 'max_depth': 4, 'n_estimators': 400, 'reg_lambda': 1.0, 'subsample': 0.8}"
2,Random Forest,0.059683127462081674,0.007680289595064227,0.03670434518975106,0.9613719025412163,0.06009579933671097,0.023799892397380853,0.9940761278815977,0.05586260131950152,0.042624849450770774,0.9800778006273627,0.08211630861173501,0.05460439342857167,"{'max_depth': None, 'max_features': 0.6, 'min_samples_leaf': 1, 'n_estimators': 600}"
