"Stage","TermCount","Terms","CV_RMSE_Mean","CV_RMSE_Std","CV_R2","Fold_RMSE"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Cl","0.0724408105047434","0.0117931278369146","0.943956465907948","0.08168601;0.06539669;0.07122478;0.05746978;0.08642679"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0690021395242414","0.00922937823995176","0.949462969191131","0.07793940;0.06693702;0.07358890;0.05405600;0.07248939"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Cl","0.0660386534519683","0.00979996807218148","0.953541590812987","0.08138311;0.06616379;0.06766042;0.05752546;0.05746049"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Cl","0.0654233178119053","0.0118298546529803","0.954005768006035","0.07564956;0.07910618;0.06463632;0.05370448;0.05402005"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Cl","0.0724191564944113","0.0126785460172988","0.943818085621623","0.08079005;0.06562618;0.06878163;0.05745813;0.08943979"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0693000074860559","0.00978088277013785","0.948942816382367","0.07523161;0.07827075;0.06642671;0.05363148;0.07293949"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Cs*Sn + Cs*Cl","0.0635483975444115","0.00654694279198133","0.95739441138235","0.07404463;0.06307671;0.05819542;0.05793464;0.06449060"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Cl","0.061705695223449","0.00599678009204781","0.959855751529076","0.07125359;0.06196356;0.06105720;0.05486117;0.05939296"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Cl","0.0674212188568343","0.0081366896070675","0.951909973864433","0.07455090;0.06329183;0.06399503;0.05801363;0.07725470"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0652959262508039","0.00724451010597794","0.954947343529726","0.07130235;0.06160566;0.07247745;0.05490974;0.06618444"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Cl","0.0634158287260524","0.00647675971115354","0.957577986939125","0.07379800;0.06304384;0.05813350;0.05782804;0.06427576"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0623645486039856","0.00677192132171137","0.958909056312292","0.06980650;0.06856489;0.06152138;0.05409560;0.05783438"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0678246109423458","0.00869090469735122","0.951264586887813","0.07447280;0.06343463;0.06415672;0.05794149;0.07911742"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Cs*Br + Cs*Cl","0.066075794099399","0.0102756335764547","0.953410198945309","0.08257358;0.06493658;0.06775139;0.05826267;0.05685476"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Br + Cs*Cl","0.0638991813832886","0.0101336112544255","0.956389827289087","0.07856588;0.06650661;0.06585678;0.05449310;0.05407354"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Br + Cs*Cl","0.0722953773147662","0.0114176546525771","0.944248896255371","0.08220862;0.06498710;0.07062229;0.05829181;0.08536706"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.0689568389579954","0.00907885726803288","0.949550983871175","0.07842977;0.06665299;0.07328777;0.05455303;0.07186063"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Br + Cs*Cl","0.0659779658690216","0.0100175091002949","0.953589589635934","0.08196129;0.06572556;0.06718450;0.05820831;0.05681018"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0654038797740321","0.0118313400985245","0.954032096590514","0.07616232;0.07867522;0.06449118;0.05393712;0.05375355"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0722401773996432","0.0123672169130878","0.94415368107024","0.08133549;0.06516973;0.06801724;0.05819281;0.08848562"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0625032896528207","0.00634093677573312","0.958801071999611","0.07232849;0.06131975;0.05587811;0.05858227;0.06440782"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.061466415447455","0.00532712545530687","0.960230453679866","0.06996207;0.06054044;0.06187152;0.05541542;0.05954263"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0650596737412123","0.00760314234991321","0.955255970535372","0.07272396;0.06144611;0.05871882;0.05856919;0.07384029"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.062425131696541","0.00627588990703382","0.958909826098762","0.07218290;0.06127937;0.05593168;0.05848390;0.06424782"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br","0.0857054266009291","0.0142444384196335","0.921391834709628","0.09991181;0.09138631;0.09323230;0.08051601;0.06348070"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl","0.0885197433210266","0.00786623826530078","0.917481412902598","0.09906946;0.08811106;0.09337609;0.08105600;0.08098611"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl","0.0887294297750769","0.0086659292734903","0.916972056070531","0.09908283;0.09163310;0.09340440;0.08079654;0.07873028"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Br*Cl","0.0851412756721553","0.0134663518768968","0.922585439999614","0.09803159;0.09213653;0.09125465;0.08035554;0.06392807"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl","0.0876252947691297","0.0162087351923692","0.917396041826907","0.09601486;0.10681463;0.09104396;0.07987780;0.06437522"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl","0.0891975961511255","0.00604149616672922","0.916445132234922","0.09607781;0.09106321;0.09228907;0.08048942;0.08606847"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl","0.0902497091070188","0.0107697627320382","0.913771895604533","0.09414343;0.10520780;0.09238895;0.08003455;0.07947382"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Cs*Sn","0.0845594435909842","0.0119699905453138","0.923951017458396","0.09753287;0.08652622;0.09121731;0.08161467;0.06590614"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Sn","0.0852101331151135","0.0125863843085004","0.922661923799219","0.09795416;0.08924065;0.09210831;0.08134965;0.06539790"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn","0.0875953283722354","0.00798946415225822","0.91916883359213","0.09851698;0.08689383;0.09220086;0.08167243;0.07869253"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0881331342328064","0.00865720927568732","0.918078729064721","0.09894201;0.09001990;0.09277081;0.08142448;0.07750848"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Sn","0.084565464122508","0.0117409477751305","0.923983668497725","0.09603568;0.09017112;0.08979003;0.08091389;0.06591660"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Sn","0.0869170392152995","0.014779971164706","0.91906890666562","0.09476093;0.10346989;0.09099232;0.08030765;0.06505441"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Sn","0.0884030515902857","0.00597632664032824","0.917926909725944","0.09568704;0.08994502;0.09163168;0.08090076;0.08385076"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Sn","0.089973016462978","0.0105887108262975","0.914326112665952","0.09423775;0.10418529;0.09249686;0.08031487;0.07863031"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Cs*Br","0.0847871474197932","0.0144283968668228","0.922989803972852","0.10058597;0.08725251;0.09274824;0.08088788;0.06246114"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Br","0.085643139774384","0.0147199901486697","0.921386483293209","0.10091866;0.09084376;0.09314254;0.08056515;0.06274560"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Br","0.0881621613133023","0.00829063059247405","0.918082883537388","0.09943249;0.08748832;0.09315008;0.08112752;0.07961240"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Br","0.0885647739664883","0.00915804932953401","0.917201622717618","0.09979790;0.09100248;0.09352556;0.08085768;0.07764025"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Br","0.0849238332083711","0.0138059273894062","0.922893891988927","0.09864203;0.09152745;0.09094084;0.08034355;0.06316529"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Br","0.0876705011915952","0.0163439326448183","0.917274598911931","0.09696288;0.10625104;0.09136161;0.07979873;0.06397825"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Br","0.0889243640143462","0.00629411634838014","0.916925987273047","0.09648609;0.09035830;0.09235767;0.08045151;0.08496825"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Br","0.0902627450573682","0.0107985782243294","0.913739726386927","0.09491859;0.10439717;0.09319071;0.07993500;0.07887226"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Cs*Sn + Cs*Br","0.083965712740413","0.0123436825718758","0.924921691245222","0.09731278;0.08524525;0.09106162;0.08157201;0.06463690"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Br","0.0849372144496423","0.0130988563036723","0.923036002454622","0.09814129;0.08799994;0.09289988;0.08135638;0.06428858"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Br","0.0867376756705664","0.00866792320619378","0.920635157959541","0.09802693;0.08571462;0.09229322;0.08165612;0.07599750"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Br","0.0876477219330535","0.009382311483291","0.918858240631187","0.09884858;0.08883712;0.09370462;0.08145750;0.07539079"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Br","0.0840461638432045","0.0120532834563947","0.924837063095436","0.09592987;0.08886931;0.08987759;0.08079727;0.06475677"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Br","0.0868512598376589","0.0149478051332039","0.919144306730626","0.09517918;0.10208822;0.09263150;0.08018648;0.06417092"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Br","0.0877198834161935","0.00646005918038931","0.919131410825917","0.09550182;0.08874402;0.09205284;0.08081085;0.08148988"
"M4","8","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Cs*Cl","0.0838435856127789","0.0097978533790669","0.925617181787685","0.09333194;0.08746400;0.08943232;0.08061134;0.06837833"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Cl","0.0844885891068405","0.0106632567752133","0.924325784903097","0.09340904;0.09127152;0.08975278;0.08039645;0.06761315"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Cl","0.0878310313247391","0.00711072207602295","0.918850610103216","0.09409349;0.08736410;0.09594423;0.08051413;0.08123921"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0884117992206989","0.00884677377325989","0.917532493444295","0.09403465;0.09114652;0.09849498;0.08025570;0.07812715"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Cl","0.0837778830190096","0.0101879931344376","0.925663811654997","0.09164788;0.09192230;0.08751911;0.08013597;0.06766416"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Cl","0.0860260510455528","0.0148320825389873","0.920674946433464","0.08964132;0.10677925;0.08775185;0.07978932;0.06616851"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Cl","0.0879742500881692","0.0050991087820158","0.918806462447165","0.09213269;0.09208181;0.08979348;0.08013222;0.08573104"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl + Cs*Cl","0.0892551966760617","0.011519220856434","0.915502637429497","0.09006187;0.10738685;0.09030471;0.07976327;0.07875929"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Cs*Sn + Cs*Cl","0.0845663337500132","0.00632930914123589","0.924832375733261","0.09168626;0.08643371;0.08783713;0.08161784;0.07525674"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Cl","0.0852547253651119","0.00726728760999113","0.923494592666618","0.09213722;0.08961273;0.08873818;0.08138279;0.07440270"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Cl","0.0864213320819573","0.00675940050888089","0.921464357780166","0.09214026;0.08595267;0.09416491;0.08157506;0.07827376"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Sn + Cs*Cl","0.0874446486724527","0.00859670988681131","0.919353293973637","0.09263743;0.08872180;0.09798435;0.08131349;0.07656618"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Cl","0.084328383008266","0.00706925709933251","0.925164109291611","0.09029886;0.09036644;0.08633674;0.08089226;0.07374762"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Sn + Cs*Cl","0.0864808047978342","0.012397038728893","0.920423412485246","0.08887799;0.10466572;0.08751395;0.08034392;0.07100244"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Sn + Cs*Cl","0.0867188703357104","0.00468546670043294","0.921134209451561","0.09066055;0.09064256;0.08893991;0.08094036;0.08241097"
"M4","9","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Cs*Br + Cs*Cl","0.0834593133631136","0.0103262586972651","0.926199157697309","0.09410555;0.08690074;0.08862223;0.08051956;0.06714849"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Br + Cs*Cl","0.084295318897767","0.0112168805256488","0.924563353552623","0.09468111;0.09064953;0.08928370;0.08028999;0.06657227"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Br + Cs*Cl","0.0872129506889401","0.00729960684880885","0.919958080080449","0.09502000;0.08681945;0.09417182;0.08042860;0.07962488"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Br + Cs*Cl","0.0880004671393324","0.00904952078868651","0.918259602669471","0.09546268;0.09055414;0.09695182;0.08015462;0.07687907"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Br + Cs*Cl","0.0834290869522119","0.0106124715858288","0.92619849408045","0.09245574;0.09129036;0.08683987;0.07997172;0.06658773"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Br + Cs*Cl","0.0859081772390133","0.0148807072930328","0.920873037028102","0.09091658;0.10589450;0.08768556;0.07958162;0.06546263"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Br + Cs*Cl","0.0873951319431765","0.00532274795629505","0.919847766383475","0.09304226;0.09142838;0.08820891;0.07997509;0.08432103"
"M4","10","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Cs*Sn + Cs*Br + Cs*Cl","0.0838651970059501","0.00636855608837466","0.926064960605488","0.09146354;0.08527540;0.08670154;0.08142952;0.07445599"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Br + Cs*Cl","0.0848965664726328","0.0073094691535495","0.924127530880108","0.09242629;0.08836099;0.08846150;0.08124485;0.07398920"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0846842853246258","0.00675063350128713","0.924575546285566","0.09176276;0.08465834;0.09041227;0.08126876;0.07531929"
"M4","11","Sn + Br + Cl + Cs + Br^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Br + Cs*Cl","0.0837121331668464","0.00706993147581758","0.926248204846129","0.09031272;0.08911984;0.08547619;0.08064525;0.07300667"
"M4","8","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2","0.064011039463965","0.0127412338839749","0.955734263072295","0.08235145;0.05951097;0.07166702;0.05450273;0.05202301"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br","0.0633780997995461","0.012091988674948","0.956712003032022","0.08096797;0.06253857;0.06878498;0.05245897;0.05214001"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Cl","0.0674547066694367","0.0108385963293696","0.951425158365298","0.07673407;0.05886740;0.06978310;0.05369561;0.07819334"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl","0.0658656740061925","0.00927423898013959","0.953890651824635","0.07592470;0.06232194;0.06725389;0.05198557;0.07184227"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Br*Cl","0.0639869112398468","0.0119355557572631","0.955935815958447","0.08127440;0.06030645;0.07082191;0.05470698;0.05282481"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl","0.0648345367529632","0.0116685365077435","0.954838813251176","0.07861285;0.07306901;0.06661092;0.05228706;0.05359284"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl","0.0676789049439704","0.0118765931718296","0.95092256975403","0.07484729;0.05770536;0.06976832;0.05374107;0.08233249"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Br*Cl","0.066485614164718","0.00877292319985277","0.953106330278394","0.07267238;0.06936909;0.06631814;0.05150787;0.07256059"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Cs*Sn","0.0593216209967841","0.00919364259398504","0.962454323330008","0.07336103;0.05596549;0.06333485;0.05365025;0.05029649"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Sn","0.0587244275133851","0.00947869142649703","0.963143974132541","0.07273808;0.05648267;0.06323000;0.05219756;0.04897382"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn","0.0635358273732653","0.00863576936731751","0.957151982885522","0.07248201;0.05559474;0.06532777;0.05353241;0.07074220"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Sn","0.0624442065491497","0.00787587577509323","0.958686920069989","0.07186919;0.05685840;0.06466131;0.05217620;0.06665593"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Sn","0.0592442420734201","0.00892461137705952","0.962592376151577","0.07290391;0.05575244;0.06322364;0.05356835;0.05077287"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Sn","0.0593348082389296","0.00896430809730434","0.96246701156768","0.07154299;0.06082613;0.06315400;0.05160814;0.04954278"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Sn","0.0640175542586119","0.00956964102905175","0.956374574458849","0.07151601;0.05480094;0.06596015;0.05338535;0.07442533"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Cs*Br","0.0638348314649073","0.0131197702254899","0.955887556047652","0.08322230;0.05903884;0.07087795;0.05475026;0.05128481"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Br","0.0632946953683992","0.0123886110731997","0.956761381059233","0.08170966;0.06211577;0.06831523;0.05267945;0.05165336"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Br","0.0670972603993463","0.0106139745377289","0.951966251271399","0.07749283;0.05847965;0.06893304;0.05392388;0.07665691"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Br","0.0656453621119195","0.00922678907372625","0.954199597244947","0.07654396;0.06186436;0.06682987;0.05223165;0.07075697"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Br","0.063809306131412","0.0123386173116525","0.956090812759522","0.08216875;0.05978954;0.07009024;0.05485612;0.05214189"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Br","0.064746663005346","0.0118381257033876","0.954924264588815","0.07933603;0.07243889;0.06636100;0.05233460;0.05326279"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Br","0.0673656679110279","0.0116470814992211","0.951407744762396","0.07567197;0.05723894;0.06910448;0.05384096;0.08097198"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Cs*Sn + Cs*Br","0.0581469798851715","0.00918913119065757","0.963900438937343","0.07201371;0.05370545;0.06263881;0.05327757;0.04909935"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Br","0.0581111854426319","0.00968894678106484","0.963860103612608","0.07156265;0.05439576;0.06455435;0.05206596;0.04797722"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Sn + Cs*Br","0.0619528224017889","0.00806412061498745","0.959305743365538","0.07095268;0.05359893;0.06530926;0.05324118;0.06666205"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Sn + Cs*Br","0.0581049486025612","0.00901216361014719","0.963979357019401","0.07168508;0.05349146;0.06267686;0.05315548;0.04951585"
"M4","9","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Cs*Cl","0.0606300378722007","0.00894802870392592","0.960847961725835","0.07297047;0.05748281;0.06684819;0.05349767;0.05235105"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Cl","0.0598050712317806","0.00878462317128426","0.961907723182679","0.07141677;0.06113200;0.06427365;0.05165489;0.05054805"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Cs*Cl","0.0663429543289592","0.010587131994816","0.953033552279413","0.07265756;0.05762268;0.06917245;0.05339652;0.07886556"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Sn*Cl + Cs*Cl","0.0649315941446732","0.00852826344314688","0.955283520043338","0.07126012;0.06126625;0.06886266;0.05162835;0.07164060"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Br*Cl + Cs*Cl","0.0605165622487163","0.00836686139956267","0.961077301137598","0.07203584;0.05843569;0.06603116;0.05366730;0.05241283"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Br*Cl + Cs*Cl","0.0610264305594807","0.00989803653145372","0.960182813301665","0.06926868;0.07181981;0.06224959;0.05150840;0.05028567"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Cl + Br*Cl + Cs*Cl","0.0662514184444293","0.0113853736024539","0.953025225523396","0.07138533;0.05783313;0.06618629;0.05350972;0.08234263"
"M4","10","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Cs*Sn + Cs*Cl","0.0581357330318801","0.00442466517319228","0.964483432436621","0.06461017;0.05444744;0.05810065;0.05367771;0.05984269"
"M4","11","Sn + Br + Cl + Cs + Sn^2 + Br^2 + Cl^2 + Cs^2 + Sn*Br + Cs*Sn + Cs*Cl","0.0573914491195603","0.00421778713185881","0.965392234492076","0.06383905;0.05556500;0.05794087;0.05229796;0.05731437"
