Term,Raw term,Coefficient,SE,t,p-value,OLS CI low,OLS CI high,OLS CI crosses 0?,Bootstrap mean,Bootstrap SD,Bootstrap CI low,Bootstrap CI high,Bootstrap CI crosses 0?,Bootstrap sign stability,VIF,VIF flag
Intercept,Intercept,1.5552651680420202,0.0044062119355135,352.9710306276375,0.0,1.5466085674372447,1.5639217686467957,No,1.5544965237587751,0.0048511343393895,1.5449380841463756,1.564177342894007,No,1.0,,
Sn,Sn,-1.1025280815784506,0.0321785158054775,-34.26286309298246,2.825993181461516e-134,-1.165747137642763,-1.0393090255141382,No,-1.1009581972586953,0.0409472197427051,-1.1849788878135383,-1.025274982996332,No,1.0,15.16898962277373,High but tolerable for raw polynomial terms
Br,Br,0.3431953132457202,0.029218012764839,11.746018321229595,2.347897445220347e-28,0.2857925666978596,0.4005980597935809,No,0.3477580278484397,0.0358704796095599,0.2753884184005615,0.416535966733132,No,1.0,9.245247429096413,Moderate but usually acceptable
Cl,Cl,1.6193177112496755,0.0224344536851903,72.17994848337392,1.553463192518366e-269,1.5752421860181842,1.6633932364811668,No,1.623873080239583,0.0393536480749036,1.5488304091040517,1.7032589777718643,No,1.0,1.488011856739516,Low
Cs,Cs,0.1226788891762815,0.0126797200057055,9.675204903663396,1.9441269352157467e-20,0.0977678605021737,0.1475899178503894,No,0.1243231102516162,0.0206829625340989,0.082179776430828,0.163093781266627,No,1.0,1.579750114261936,Low
Sn²,Sn2,0.9170216432831476,0.0368564349541018,24.880910061570955,5.237610445211206e-90,0.8446121809642728,0.9894311056020226,No,0.9153517708957952,0.0456501763414535,0.8282817578348476,1.0061595184064658,No,1.0,15.786310623222803,High but tolerable for raw polynomial terms
Br²,Br2,0.3660740356074948,0.0333768257412651,10.967910443170217,2.8536248831290803e-25,0.3005007372446584,0.4316473339703313,No,0.3626288611104932,0.0377843918944909,0.2878747354673041,0.4367034276180088,No,1.0,9.123414234172476,Moderate but usually acceptable
Cs·Sn,CsSn,-0.2271562698438591,0.0251162851330379,-9.044182634519396,3.1707995256319624e-18,-0.2765006164741189,-0.1778119232135993,No,-0.2274210318578338,0.0416795503038334,-0.3089597815848767,-0.1426161552610189,No,1.0,2.0114731486076285,Low
Cs·Cl,CsCl,-0.3252750459356003,0.0420803570534339,-7.729854704478003,5.790894321656213e-14,-0.4079476113158369,-0.2426024805553636,No,-0.3672039933008775,0.1488573009721044,-0.7262263481921188,-0.1487708620678903,No,0.999,1.727668433077027,Low
