Model ID,k,Terms,AIC rank,BIC rank,AIC,BIC,Train RMSE,Test RMSE,Test R2,Contains Cl2,Interaction count
423,6,"Sn, Cl, Sn², Br², SnCl, BrCl",40,40,-2788.818277873291,-2759.068451177475,0.06684204046349122,0.0801193734808659,0.9590201786903303,No,2
421,6,"Sn, Cl, Sn², Br², SnBr, SnCl",42,41,-2787.606609064237,-2757.8567823684207,0.06692026227409906,0.08321975931338989,0.955787214006861,No,2
488,7,"Sn, Cl, Sn², Br², Cl², SnBr, SnCl",41,42,-2787.6747932894536,-2753.6749913513777,0.06678680148827101,0.07992614891049475,0.9592176031008625,Yes,2
131,4,"Sn, Br, Cl, Sn²",47,43,-2774.402512317909,-2753.1526361066117,0.06804083681498091,0.06894599042602839,0.9696531931334773,No,0
491,7,"Sn, Cl, Sn², Br², SnBr, SnCl, BrCl",43,44,-2786.882175527779,-2752.882373589703,0.06683791795586945,0.0806585868794316,0.9584667238865278,No,3
261,5,"Sn, Br, Cl, Sn², BrCl",48,45,-2773.75296267285,-2748.2531112192933,0.06795220176613118,0.07086883041193723,0.9679369005467705,No,1
435,6,"Sn, Sn², Br², Cl², SnCl, BrCl",44,46,-2777.6970792987495,-2747.947252602933,0.06756343798354206,0.0800737112660919,0.959066876413701,Yes,2
258,5,"Sn, Br, Cl, Sn², Cl²",49,47,-2773.3901709561173,-2747.8903195025605,0.06797600177858891,0.07055761855825787,0.9682178846424835,Yes,0
389,6,"Sn, Br, Cl, Sn², Cl², BrCl",46,48,-2774.966083394176,-2745.2162566983598,0.06774177667713473,0.0709893388852502,0.9678277648295908,Yes,1
152,4,"Sn, Cl, Sn², Br²",55,49,-2764.9388246799517,-2743.6889484686544,0.0686652260431618,0.08396687889898838,0.9549897948626466,No,0
420,6,"Sn, Cl, Sn², Br², Cl², BrCl",50,50,-2772.4974189618906,-2742.747592266074,0.0679033897269727,0.08078974514425441,0.9583315402278273,Yes,1
494,7,"Sn, Sn², Br², Cl², SnBr, SnCl, BrCl",45,51,-2776.1185714356284,-2742.1187694975524,0.06753595568077124,0.08154664173772733,0.9575471225046505,Yes,3
278,5,"Sn, Br, Sn², Cl², BrCl",52,52,-2767.424616146135,-2741.9247646925783,0.06836855422765156,0.070783209401468,0.9680143285666744,Yes,1
292,5,"Sn, Cl, Sn², Br², Cl²",53,53,-2766.176430658099,-2740.676579204542,0.06845097513999651,0.08009839686484999,0.9590416343110463,Yes,0
295,5,"Sn, Cl, Sn², Br², BrCl",54,54,-2765.2899256688015,-2739.7900742152447,0.06850957369331172,0.08060932891129997,0.9585174369023279,No,1
489,7,"Sn, Cl, Sn², Br², Cl², SnBr, BrCl",51,55,-2772.2062525498973,-2738.2064506118213,0.06779147858020122,0.0787204880373555,0.9604387024749449,Yes,2
293,5,"Sn, Cl, Sn², Br², SnBr",58,56,-2762.9533911275994,-2737.4535396740425,0.06866426059780582,0.08376294233928765,0.9552081685684423,No,1
418,6,"Sn, Cl, Sn², Br², Cl², SnBr",56,57,-2764.304197022441,-2734.5543703266244,0.0684425338340499,0.07941972552658726,0.9597327718923656,Yes,1
422,6,"Sn, Cl, Sn², Br², SnBr, BrCl",57,58,-2763.367545825051,-2733.6177191292345,0.06850444094754923,0.08008860327695862,0.9590516496134001,No,2
314,5,"Sn, Sn², Br², Cl², BrCl",59,59,-2756.1389501798594,-2730.6390987263026,0.06911739843273976,0.08052405713259919,0.9586051543177578,Yes,1
434,6,"Sn, Sn², Br², Cl², SnBr, BrCl",60,60,-2754.151664172904,-2724.4018374770876,0.06911655021581814,0.08075007285344134,0.9583724532762005,Yes,2
404,6,"Sn, Br, Sn², Br², Cl², SnCl",62,61,-2625.874686652223,-2596.1248599564065,0.0782269087128594,0.12618980203426694,0.8983415486680099,Yes,1
482,7,"Sn, Br, Sn², Br², Cl², SnBr, SnCl",61,62,-2629.138902822447,-2595.139100884371,0.07783042330595889,0.121472553448163,0.9057999153887693,Yes,2
403,6,"Sn, Br, Sn², Br², Cl², SnBr",63,63,-2618.25006606574,-2588.5002393699237,0.07880475691080893,0.12225518508886168,0.9045821676495321,Yes,1
272,5,"Sn, Br, Sn², Br², Cl²",64,64,-2613.0839387349206,-2587.5840872813637,0.07935174780464857,0.12722210816513949,0.8966714947197896,Yes,0
409,6,"Sn, Br, Sn², Cl², SnBr, SnCl",65,65,-2602.7822877722806,-2573.032461076464,0.07999016181974036,0.11638556266457238,0.9135244779867201,Yes,2
276,5,"Sn, Br, Sn², Cl², SnBr",66,66,-2593.368944072373,-2567.869092618816,0.08087626473801791,0.11785806162821257,0.9113224757891092,Yes,1
277,5,"Sn, Br, Sn², Cl², SnCl",67,67,-2589.717463809897,-2564.21761235634,0.0811618237483238,0.12074417505187601,0.906926220776179,Yes,1
138,4,"Sn, Br, Sn², Cl²",68,68,-2577.5248376743702,-2556.274961463073,0.08228134668953709,0.1217825108367069,0.905318567739694,Yes,0
478,7,"Sn, Br, Cl, Br², Cl², SnBr, BrCl",70,69,-2560.299628489106,-2526.29982655103,0.08317772435048036,0.0935405709899714,0.9441407623237035,Yes,2
508,8,"Sn, Br, Cl, Br², Cl², SnBr, SnCl, BrCl",69,70,-2561.7839937404283,-2523.534216560093,0.08289844371168173,0.09269236799752349,0.9451492051215,Yes,3
395,6,"Sn, Br, Cl, Br², Cl², BrCl",72,71,-2552.8728413515173,-2523.123014655701,0.08393803022710981,0.0888018500939723,0.9496570107725618,Yes,1
132,4,"Sn, Br, Cl, Br²",76,72,-2543.762631370953,-2522.5127551596556,0.08500698537784551,0.08814609019166766,0.9503977841064806,No,0
479,7,"Sn, Br, Cl, Br², Cl², SnCl, BrCl",71,73,-2555.430206297616,-2521.4304043595403,0.08356959771709496,0.08857117612042296,0.94991821556675,Yes,2
264,5,"Sn, Br, Cl, Br², SnCl",74,74,-2544.781645486974,-2519.281794033417,0.08475962657706286,0.08783320176746419,0.9507493008638327,No,1
263,5,"Sn, Br, Cl, Br², SnBr",75,75,-2544.753082443298,-2519.253230989741,0.08476196347502633,0.08964995716384189,0.9486908117241585,No,1
262,5,"Sn, Br, Cl, Br², Cl²",85,76,-2541.8105877810685,-2516.3107363275117,0.08500305049801796,0.08785580997474084,0.9507239434068483,Yes,0
265,5,"Sn, Br, Cl, Br², BrCl",86,77,-2541.775369272989,-2516.275517819432,0.08500594020024377,0.08830363055958748,0.9502203211133875,No,1
396,6,"Sn, Br, Cl, Br², SnBr, SnCl",73,78,-2545.151506680917,-2515.4016799851006,0.08456595960753592,0.08904512259395789,0.9493808039088851,No,2
393,6,"Sn, Br, Cl, Br², Cl², SnBr",80,79,-2542.857464012517,-2513.1076373167007,0.08475342376358241,0.08931814671516596,0.9490699177311689,Yes,1
398,6,"Sn, Br, Cl, Br², SnCl, BrCl",81,80,-2542.843860879482,-2513.0940341836654,0.08475453662040466,0.08816304045734707,0.9503787055160434,No,2
394,6,"Sn, Br, Cl, Br², Cl², SnCl",82,81,-2542.791701082571,-2513.0418743867544,0.08475880388942628,0.08770757020188065,0.950890090843773,Yes,1
397,6,"Sn, Br, Cl, Br², SnBr, BrCl",83,82,-2542.7567561502715,-2513.006929454455,0.08476166290546629,0.08971984603861691,0.9486107818099668,No,2
400,6,"Sn, Br, Cl, Cl², SnBr, BrCl",84,83,-2542.0910225521397,-2512.3411958563233,0.08481614825416404,0.09784975034629269,0.9388756272947172,Yes,2
481,7,"Sn, Br, Cl, Cl², SnBr, SnCl, BrCl",77,84,-2543.2677595878754,-2509.2679576497994,0.08455647072040424,0.09677894933483779,0.9402061142630906,Yes,3
477,7,"Sn, Br, Cl, Br², Cl², SnBr, SnCl",78,85,-2543.193938813175,-2509.194136875099,0.08456249605493059,0.08884319352749605,0.9496101235391692,Yes,2
480,7,"Sn, Br, Cl, Br², SnBr, SnCl, BrCl",79,86,-2543.187073673759,-2509.187271735683,0.0845630564171393,0.08925234788069047,0.9491449283716353,No,3
284,5,"Sn, Br, Br², Cl², BrCl",88,87,-2533.015190073729,-2507.5153386201723,0.08572777854967983,0.08815703610580666,0.9503854642110404,Yes,1
134,4,"Sn, Br, Cl, SnBr",93,88,-2526.2044177330336,-2504.9545415217362,0.08645996865411239,0.09183446784681756,0.9461598329440873,No,1
415,6,"Sn, Br, Br², Cl², SnCl, BrCl",87,89,-2533.529453305803,-2503.7796266099867,0.085519978488016,0.08803077414880318,0.9505274821957939,Yes,2
414,6,"Sn, Br, Br², Cl², SnBr, BrCl",90,90,-2532.9092371470056,-2503.159410451189,0.08557119156964153,0.08909346372644521,0.9493258283322685,Yes,2
47,3,"Sn, Br, Cl",100,91,-2518.2112061346434,-2501.2113051656056,0.08729799308226083,0.08588720755255634,0.95290747935581,No,0
269,5,"Sn, Br, Cl, SnBr, SnCl",92,92,-2526.256195784965,-2500.756344331408,0.08628890580022787,0.09104513158747615,0.9470813901223907,No,2
487,7,"Sn, Br, Br², Cl², SnBr, SnCl, BrCl",89,93,-2532.9503788292964,-2498.9505768912204,0.08540276398548059,0.0887172660654806,0.9497528687946734,Yes,3
270,5,"Sn, Br, Cl, SnBr, BrCl",95,94,-2524.3920423319014,-2498.8921908783445,0.08644431175441858,0.09214327495259758,0.9457971329549152,No,2
268,5,"Sn, Br, Cl, Cl², BrCl",96,95,-2524.3601105853445,-2498.8602591317876,0.08644697619495345,0.0869758549978342,0.9517060881958492,Yes,1
266,5,"Sn, Br, Cl, Cl², SnBr",98,96,-2524.2066978133935,-2498.7068463598366,0.08645977836891981,0.09186040621316181,0.946129414665806,Yes,1
135,4,"Sn, Br, Cl, SnCl",99,97,-2519.378012562194,-2498.1281363508965,0.08703155124267936,0.08563366920508239,0.9531851024655744,No,1
401,6,"Sn, Br, Cl, Cl², SnCl, BrCl",91,98,-2527.057128892168,-2497.3073021963514,0.08605592990151491,0.08675040411277378,0.9519561298618215,Yes,2
136,4,"Sn, Br, Cl, BrCl",103,99,-2516.5826827353662,-2495.332806524069,0.08726669641393775,0.08664788943222217,0.9520696115670739,No,1
133,4,"Sn, Br, Cl, Cl²",104,100,-2516.314176979826,-2495.0643007685285,0.0872893167295414,0.08626664071697311,0.9524904688519726,Yes,0
402,6,"Sn, Br, Cl, SnBr, SnCl, BrCl",94,101,-2524.564731320559,-2494.8149046247427,0.08626321156299084,0.09140498401667192,0.9466622458335692,No,3
399,6,"Sn, Br, Cl, Cl², SnBr, SnCl",97,102,-2524.2816914233135,-2494.531864727497,0.08628678228317627,0.09112262248049013,0.9469912709611382,Yes,2
271,5,"Sn, Br, Cl, SnCl, BrCl",101,103,-2517.938695536543,-2492.438844082986,0.08698446252945316,0.08650959205196207,0.9522224913950075,No,2
267,5,"Sn, Br, Cl, Cl², SnCl",102,104,-2517.5730182391944,-2492.0731667856376,0.08701517088612615,0.0861214708735549,0.9526502327660885,Yes,1
289,5,"Sn, Br, Cl², SnBr, BrCl",106,105,-2514.6833800649497,-2489.183528611393,0.0872582146608117,0.09107727781619185,0.9470440145038364,Yes,2
148,4,"Sn, Br, Cl², BrCl",110,106,-2509.0100351713404,-2487.760158960043,0.08790690977105606,0.0865396111489869,0.9521893277544249,Yes,1
313,5,"Sn, Sn², Br², Cl², SnCl",108,107,-2512.9844104798035,-2487.4845590262466,0.08740142960137628,0.14451186042762587,0.8666779583945319,Yes,1
433,6,"Sn, Sn², Br², Cl², SnBr, SnCl",105,108,-2515.0238155985285,-2485.273988902712,0.08706131145636814,0.14920292503444438,0.8578818171435696,Yes,2
417,6,"Sn, Br, Cl², SnBr, SnCl, BrCl",107,109,-2514.4937218779073,-2484.743895182091,0.08710586981887683,0.09043559193745182,0.9477875896694499,Yes,3
290,5,"Sn, Br, Cl², SnCl, BrCl",109,110,-2509.807117659954,-2484.3072662063973,0.08766989119139426,0.08641672915134557,0.9523250089686129,Yes,2
167,4,"Sn, Sn², Br², Cl²",112,111,-2504.568443371564,-2483.318567160267,0.0882845977809325,0.14545778133379023,0.8649268931530827,Yes,0
312,5,"Sn, Sn², Br², Cl², SnBr",111,112,-2505.185983648844,-2479.686132195287,0.08806182094299299,0.1489457106504406,0.8583713964461416,Yes,1
304,5,"Sn, Cl, Br², Cl², BrCl",114,113,-2471.177476644512,-2445.677625190955,0.09100057478008435,0.10253949674621222,0.9328760763769328,Yes,1
430,6,"Sn, Cl, Br², Cl², SnCl, BrCl",113,114,-2472.1711493886373,-2442.421322692821,0.09073799494217283,0.10240045624156663,0.9330579890430382,Yes,2
429,6,"Sn, Cl, Br², Cl², SnBr, BrCl",116,115,-2469.6749370013677,-2439.9251103055512,0.09095688915112651,0.10221127520144258,0.9333051063205047,Yes,2
55,3,"Sn, Cl, Br²",127,116,-2454.899525907549,-2437.8996249385114,0.09279930349143203,0.10571119534456086,0.9286593702501718,No,0
493,7,"Sn, Cl, Br², Cl², SnBr, SnCl, BrCl",115,117,-2470.950125306617,-2436.950323368541,0.090669794028908,0.1020952694668092,0.9334564125151336,Yes,3
158,4,"Sn, Cl, Br², SnBr",122,118,-2457.6290938394786,-2436.3792176281813,0.0923766198101823,0.10581264101255032,0.9285223805888241,No,1
157,4,"Sn, Cl, Br², Cl²",123,119,-2457.2363701668583,-2435.986493955561,0.09241164429129521,0.10178763293944834,0.9338568305953124,Yes,0
160,4,"Sn, Cl, Br², BrCl",125,120,-2455.8398678668786,-2434.5899916555813,0.09253629689077811,0.10235926716218403,0.9331118310934913,No,1
159,4,"Sn, Cl, Br², SnCl",128,121,-2454.8629768112964,-2433.613100599999,0.09262359468447019,0.10538272205277248,0.9291020307331238,No,1
302,5,"Sn, Cl, Br², Cl², SnBr",118,122,-2458.914495042716,-2433.4146435891594,0.0920841356981123,0.1019076849241249,0.9337007153334549,Yes,1
305,5,"Sn, Cl, Br², SnBr, SnCl",119,123,-2458.4290872705733,-2432.9292358170164,0.09212729093777003,0.1056899671817955,0.9286880195987417,No,2
306,5,"Sn, Cl, Br², SnBr, BrCl",121,124,-2457.8756841256118,-2432.375832672055,0.0921765159879417,0.10252391801767793,0.9328964709757157,No,2
303,5,"Sn, Cl, Br², Cl², SnCl",124,125,-2456.869450088103,-2431.369598634546,0.09226608761493106,0.10172867464065449,0.9339334324226053,Yes,1
307,5,"Sn, Cl, Br², SnCl, BrCl",126,126,-2455.489340596992,-2429.989489143435,0.09238908197518504,0.10231040401697747,0.9331756765330304,No,2
428,6,"Sn, Cl, Br², Cl², SnBr, SnCl",117,127,-2459.27963241651,-2429.5298057206937,0.09187415189876535,0.1020889878594656,0.9334646007070223,Yes,2
431,6,"Sn, Cl, Br², SnBr, SnCl, BrCl",120,128,-2458.2899338688294,-2428.540107173013,0.09196196189924809,0.10273360823179045,0.9326216991338386,No,3
179,4,"Sn, Br², Cl², BrCl",131,129,-2446.9861292333044,-2425.736253022007,0.09333050832825064,0.1023037836254118,0.9331843245073592,Yes,1
323,5,"Sn, Br², Cl², SnBr, BrCl",130,130,-2450.2912841638295,-2424.7914327102726,0.09285380250961615,0.10278231051717435,0.9325578007638942,Yes,2
324,5,"Sn, Br², Cl², SnCl, BrCl",132,131,-2446.252966649206,-2420.753115195649,0.09321645203492865,0.1022602713573704,0.9332411490588203,Yes,2
438,6,"Sn, Br², Cl², SnBr, SnCl, BrCl",129,132,-2450.364012404867,-2420.6141857090506,0.0926682153486701,0.10304010929918632,0.932219059181251,Yes,3
142,4,"Sn, Br, Br², Cl²",133,133,-2381.793138252328,-2360.5432620410306,0.09939229977439915,0.13351452225870272,0.8861974526219298,Yes,0
50,3,"Sn, Br, Cl²",142,134,-2373.1332655960014,-2356.1333646269636,0.10042027167340743,0.1298166901121664,0.8924139320889807,Yes,0
283,5,"Sn, Br, Br², Cl², SnCl",134,135,-2380.6154812611126,-2355.1156298075557,0.09931343671232112,0.13315702083524036,0.8868060771077207,Yes,1
282,5,"Sn, Br, Br², Cl², SnBr",135,136,-2380.357884048379,-2354.8580325948224,0.09933813366723007,0.133034169913992,0.8870148466157659,Yes,1
146,4,"Sn, Br, Cl², SnBr",141,137,-2373.9572779634186,-2352.7074017521213,0.10014691074053261,0.13022836522358736,0.8917304955669794,Yes,1
147,4,"Sn, Br, Cl², SnCl",144,138,-2372.118270831462,-2350.8683946201645,0.10032483973767514,0.12945174098165219,0.8930179877298023,Yes,1
413,6,"Sn, Br, Br², Cl², SnBr, SnCl",136,139,-2379.029856053574,-2349.2800293577575,0.0992737216971405,0.13273105836535182,0.887529121853471,Yes,2
288,5,"Sn, Br, Cl², SnBr, SnCl",143,140,-2372.5752484778236,-2347.0753970242667,0.10008719125822343,0.1298162558515009,0.8924146518780813,Yes,2
446,6,"Br, Cl, Sn², Cl², SnBr, BrCl",140,141,-2374.6380404910456,-2344.888213795229,0.09969545655470849,0.12585607334331142,0.8988785410331559,Yes,2
496,7,"Br, Cl, Sn², Br², Cl², SnBr, BrCl",138,142,-2376.897233718602,-2342.897431780526,0.09928643092061373,0.12318984828141465,0.9031176171203019,Yes,2
499,7,"Br, Cl, Sn², Cl², SnBr, SnCl, BrCl",139,143,-2375.7862798337887,-2341.786477895713,0.0993929577630553,0.12447149631500656,0.9010912320676775,Yes,3
511,8,"Br, Cl, Sn², Br², Cl², SnBr, SnCl, BrCl",137,144,-2378.1401620474808,-2339.8903848671453,0.09897612650987213,0.1218727228317371,0.9051782427551738,Yes,3
189,4,"Br, Cl, Sn², SnBr",152,145,-2358.982599711391,-2337.7327235000935,0.10160497880683199,0.1184116292615418,0.9104875004021441,No,1
328,5,"Br, Cl, Sn², Br², SnBr",146,146,-2361.399067881671,-2335.899216428114,0.10117275869724472,0.11653202634982028,0.9133066933626165,No,1
334,5,"Br, Cl, Sn², SnBr, SnCl",151,147,-2359.0956208208718,-2333.595769367315,0.10139795692469553,0.11735685056382415,0.9120751039646956,No,2
442,6,"Br, Cl, Sn², Br², SnBr, SnCl",145,148,-2361.6371757899487,-2331.8873490941323,0.10095442748203001,0.11552263921064632,0.9148020440090757,No,2
335,5,"Br, Cl, Sn², SnBr, BrCl",155,149,-2357.040456021395,-2331.5406045678383,0.10159930474794175,0.1184906917980672,0.9103679268776371,No,2
331,5,"Br, Cl, Sn², Cl², SnBr",156,150,-2357.003233388413,-2331.503381934856,0.1016029551934737,0.11839428047597217,0.9105137278834977,Yes,1
439,6,"Br, Cl, Sn², Br², Cl², SnBr",149,151,-2359.5009296324124,-2329.751102936596,0.1011628116627768,0.11640209407757976,0.9134999102643276,Yes,1
443,6,"Br, Cl, Sn², Br², SnBr, BrCl",150,152,-2359.4032473234383,-2329.653420627622,0.10117235054589288,0.11657065411407987,0.9132492100468691,No,2
448,6,"Br, Cl, Sn², SnBr, SnCl, BrCl",153,153,-2357.2286860167164,-2327.4788593209,0.10138493407475936,0.11744523982716289,0.9119426098936031,No,3
445,6,"Br, Cl, Sn², Cl², SnBr, SnCl",154,154,-2357.096490919495,-2327.3466642236785,0.10139787176428465,0.11735559986726585,0.9120769780228074,Yes,2
495,7,"Br, Cl, Sn², Br², Cl², SnBr, SnCl",147,155,-2359.6788997828025,-2325.6790978447266,0.10095036171273444,0.1154546689408784,0.9149022706742972,Yes,2
498,7,"Br, Cl, Sn², Br², SnBr, SnCl, BrCl",148,156,-2359.6731948125757,-2325.6733928744998,0.10095091762045036,0.11562032648688153,0.9146578943388847,No,3
354,5,"Br, Sn², Cl², SnBr, BrCl",159,157,-2348.8498496798707,-2323.349998226314,0.10240573150484447,0.11726007929335376,0.9122200481379612,Yes,2
455,6,"Br, Sn², Br², Cl², SnBr, BrCl",157,158,-2351.208833496751,-2321.4590068009347,0.10197576320676831,0.11548964162249735,0.914850708505871,Yes,2
458,6,"Br, Sn², Cl², SnBr, SnCl, BrCl",160,159,-2348.7144374320237,-2318.9646107362073,0.10222158792831111,0.11631013812206066,0.9136365238985894,Yes,3
187,4,"Br, Cl, Sn², Br²",164,160,-2339.563546362249,-2318.3136701509516,0.10352745031106707,0.10945649298602383,0.9235146903016045,No,0
501,7,"Br, Sn², Br², Cl², SnBr, SnCl, BrCl",158,161,-2351.1485279460153,-2317.1487260079393,0.10178501343265228,0.1146346991676132,0.9161067223103276,Yes,3
329,5,"Br, Cl, Sn², Br², SnCl",163,162,-2341.216544649311,-2315.716693195754,0.10316304912472479,0.10915336580930422,0.9239377382464387,No,1
441,6,"Br, Cl, Sn², Br², Cl², BrCl",162,163,-2342.6127348968557,-2312.8629082010393,0.10282541621420568,0.11010584931456563,0.9226044922448516,Yes,1
75,3,"Br, Cl, Sn²",175,164,-2329.426524733202,-2312.426623764164,0.10474743480635074,0.10689755564455386,0.9270491224571318,No,0
330,5,"Br, Cl, Sn², Br², BrCl",167,165,-2337.605639089654,-2312.105787636097,0.1035232440714742,0.10972344086771077,0.9231411630934905,No,1
327,5,"Br, Cl, Sn², Br², Cl²",168,166,-2337.5649687421196,-2312.0651172885628,0.10352730817278494,0.10940987602939217,0.923579825827168,Yes,0
497,7,"Br, Cl, Sn², Br², Cl², SnCl, BrCl",161,167,-2345.370203457406,-2311.3704015193302,0.10235430888985039,0.10988999146489246,0.922907656007004,Yes,2
190,4,"Br, Cl, Sn², SnCl",173,168,-2331.113592707537,-2309.8637164962397,0.10437530693476257,0.106646498241543,0.927391381937314,No,1
444,6,"Br, Cl, Sn², Br², SnCl, BrCl",165,169,-2339.346106599684,-2309.5962799038675,0.10315014838137454,0.10959069381846284,0.9233270233234397,No,2
440,6,"Br, Cl, Sn², Br², Cl², SnCl",166,170,-2339.226513108301,-2309.4766864124845,0.10316205648797103,0.10926827949955742,0.9237775013897457,Yes,1
349,5,"Br, Sn², Br², Cl², BrCl",171,171,-2332.1942478872993,-2306.6943964337424,0.10406539696325011,0.10960705353578097,0.9233041301049498,Yes,1
191,4,"Br, Cl, Sn², BrCl",177,172,-2327.710520918985,-2306.4606447076876,0.10471872457954395,0.10754290128264742,0.9261656478444674,No,1
188,4,"Br, Cl, Sn², Cl²",178,173,-2327.525274242691,-2306.2753980313937,0.10473745095997086,0.10725951284904063,0.9265542598828692,Yes,0
333,5,"Br, Cl, Sn², Cl², BrCl",172,174,-2331.3384065176033,-2305.8385550640464,0.10415140108463077,0.10777016392903867,0.9258532605120714,Yes,1
447,6,"Br, Cl, Sn², Cl², SnCl, BrCl",169,175,-2334.1456847805616,-2304.395858084745,0.10366923417831407,0.1075616094891965,0.9261399571026231,Yes,2
336,5,"Br, Cl, Sn², SnCl, BrCl",174,176,-2329.5873061676434,-2304.0874547140866,0.1043275919875328,0.10741909101890941,0.9263355556374158,No,2
332,5,"Br, Cl, Sn², Cl², SnCl",176,177,-2329.3180055161242,-2303.8181540625674,0.10435471470994483,0.10712765005025592,0.9267347344620176,Yes,1
456,6,"Br, Sn², Br², Cl², SnCl, BrCl",170,178,-2333.4769564270323,-2303.727129731216,0.10373617330565196,0.10948944995777844,0.9234686244426816,Yes,2
208,4,"Br, Sn², Cl², BrCl",180,179,-2322.808620501208,-2301.558744289911,0.1052153819950075,0.10746888062494969,0.9262672516955598,Yes,1
355,5,"Br, Sn², Cl², SnCl, BrCl",179,180,-2324.230433942702,-2298.730582489145,0.10486843846837635,0.10736194096834685,0.9264139179988716,Yes,2
177,4,"Sn, Br², Cl², SnBr",181,181,-2282.8642507154873,-2261.61437450419,0.10935132321592099,0.16225044595450014,0.8319390672396866,Yes,1
65,3,"Sn, Br², Cl²",183,182,-2273.5300214181266,-2256.530120449089,0.11055423594322868,0.15862395816393876,0.8393678261830533,Yes,0
322,5,"Sn, Br², Cl², SnBr, SnCl",182,183,-2281.534327583294,-2256.034476129737,0.1092806184854237,0.16230400213069351,0.8318281006859235,Yes,2
178,4,"Sn, Br², Cl², SnCl",186,184,-2271.6581297199614,-2250.408253508664,0.11054056602064757,0.15849977927449954,0.8396192297840279,Yes,1
364,5,"Cl, Sn², Br², Cl², BrCl",188,185,-2269.0001060990785,-2243.5002546455216,0.11061079904048754,0.12641920378182264,0.897971600805074,Yes,1
96,3,"Cl, Sn², Br²",198,186,-2260.393761436561,-2243.393860467523,0.11196496514859651,0.12933721105943066,0.8932072045191296,No,0
461,6,"Cl, Sn², Br², Cl², SnBr, BrCl",185,187,-2271.9534572383927,-2242.2036305425763,0.11008320598126511,0.12844459786981266,0.894676166440481,Yes,2
462,6,"Cl, Sn², Br², Cl², SnCl, BrCl",187,188,-2270.4524888584933,-2240.702662162677,0.11024281135165075,0.1262519209155893,0.8982414381443741,Yes,2
222,4,"Cl, Sn², Br², Cl²",192,189,-2261.682966483031,-2240.433090271734,0.11161005035538432,0.12584614949453968,0.8988944874150154,Yes,0
224,4,"Cl, Sn², Br², SnCl",193,190,-2261.162691649733,-2239.9128154384357,0.11166611452865799,0.12892360760389734,0.8938891311533647,No,1
225,4,"Cl, Sn², Br², BrCl",197,191,-2260.7409812129854,-2239.491105001688,0.11171157818843343,0.1262867320238564,0.8981853151698233,No,1
502,7,"Cl, Sn², Br², Cl², SnBr, SnCl, BrCl",184,192,-2272.838865476588,-2238.839063538512,0.10977703506394627,0.1278525671798268,0.8956448523759357,Yes,3
453,6,"Br, Cl, Cl², SnBr, SnCl, BrCl",189,193,-2268.5100434888327,-2238.7602167930163,0.11044970470606742,0.15037600798554157,0.8556382712180007,Yes,3
223,4,"Cl, Sn², Br², SnBr",203,194,-2259.284608224823,-2238.0347320135256,0.11186872889610718,0.1295627299215804,0.8928344612632895,No,1
363,5,"Cl, Sn², Br², Cl², SnCl",191,195,-2262.083025896592,-2236.583174443035,0.11135178712296365,0.1257642372778839,0.8990260620625559,Yes,1
367,5,"Cl, Sn², Br², SnCl, BrCl",195,196,-2261.160236051877,-2235.66038459832,0.11145101499437995,0.1262181884790612,0.8982958073078965,No,2
362,5,"Cl, Sn², Br², Cl², SnBr",196,197,-2261.094758839969,-2235.594907386412,0.1114580591375644,0.12619972415026914,0.8983255615345737,Yes,1
366,5,"Cl, Sn², Br², SnBr, BrCl",200,198,-2259.9622520348976,-2234.4624005813407,0.1115799665008229,0.1265768151556567,0.8977170372583246,No,2
365,5,"Cl, Sn², Br², SnBr, SnCl",201,199,-2259.797411093459,-2234.297559639902,0.11159772172290651,0.1290252272283041,0.8937217887017748,No,2
344,5,"Br, Cl, Cl², SnBr, BrCl",202,200,-2259.675566246668,-2234.175714793111,0.11161084759834085,0.15507788033686207,0.8464694930855874,Yes,2
244,4,"Sn², Br², Cl², BrCl",206,201,-2255.000983312374,-2233.7511071010767,0.11233223829774887,0.12625173818365645,0.8982417327066287,Yes,1
500,7,"Br, Cl, Br², Cl², SnBr, SnCl, BrCl",190,202,-2266.510063105704,-2232.510261167628,0.11044970261467976,0.15036907046122808,0.8556515910276514,Yes,3
199,4,"Br, Cl, SnBr, SnCl",209,203,-2252.6820491440976,-2231.4321729328003,0.11258395916528377,0.141794499329112,0.871644720057294,No,2
460,6,"Cl, Sn², Br², Cl², SnBr, SnCl",194,204,-2261.1619029957405,-2231.412076299924,0.11123588716030242,0.12593829634588422,0.898746370598545,Yes,2
463,6,"Cl, Sn², Br², SnBr, SnCl, BrCl",199,205,-2260.0748304203303,-2230.325003724514,0.11135266799606948,0.12634248511739157,0.89809539698787,No,3
