id,FA,MA,Cs,Pb,Sn,Br,Cl,I,Eg,source_row_index,sample_id,original_split,A_sum,B_sum,X_sum,A_closure_error,B_closure_error,X_closure_error,numeric_complete,fractions_within_0_1,closure_pass,dataset_index
352,0.0,1.0,0.0,1.0,0.0,0.027,0.0,0.973,1.6,352,train_352,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,345
353,0.85,0.0,0.15,1.0,0.0,0.1,0.0,0.9,1.56,353,train_353,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,346
354,0.0,1.0,0.0,0.95,0.05,0.0,0.0,1.0,1.5,354,train_354,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,347
355,0.55,0.37,0.08,1.0,0.0,0.0,0.0,1.0,1.53,355,train_355,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,348
356,0.5,0.0,0.5,1.0,0.0,0.17,0.0,0.83,1.62,356,train_356,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,349
357,0.39,0.6,0.01,1.0,0.0,0.008,0.0,0.992,1.6,357,train_357,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,350
358,0.0,1.0,0.0,0.625,0.375,0.0,0.0,1.0,1.25,358,train_358,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,351
359,0.0,1.0,0.0,1.0,0.0,0.83,0.17,0.0,2.46,359,train_359,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,352
360,1.0,0.0,0.0,0.7,0.3,0.0,0.0,1.0,1.337,360,train_360,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,353
361,0.0,1.0,0.0,1.0,0.0,0.075,0.0,0.925,1.62,361,train_361,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,354
362,0.25,0.75,0.0,0.0,1.0,0.0,0.0,1.0,1.311,362,train_362,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,355
363,0.83,0.12,0.05,1.0,0.0,0.13,0.0,0.87,1.6,363,train_363,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,356
364,0.0,1.0,0.0,0.75,0.25,0.5,0.0,0.5,1.65,364,train_364,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,357
365,0.0,1.0,0.0,1.0,0.0,0.233,0.0,0.767,1.68,365,train_365,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,358
366,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,366,train_366,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,359
367,0.79,0.16,0.05,1.0,0.0,0.167,0.0,0.833,1.565,367,train_367,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,360
368,0.25,0.75,0.0,1.0,0.0,0.0,0.0,1.0,1.54,368,train_368,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,361
369,0.0,0.9,0.1,0.75,0.25,0.0,0.0,1.0,1.39,369,train_369,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,362
370,0.0,1.0,0.0,0.9,0.1,0.0,0.0,1.0,1.5,370,train_370,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,363
371,0.85,0.1,0.05,1.0,0.0,0.15,0.0,0.85,1.59,371,train_371,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,364
372,0.1,0.9,0.0,1.0,0.0,0.0,0.0,1.0,1.553,372,train_372,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,365
373,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.566,373,train_373,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,366
374,0.0,1.0,0.0,0.5,0.5,0.4,0.0,0.6,1.48,374,train_374,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,367
375,0.0,1.0,0.0,0.0,1.0,0.5,0.167,0.333,1.97,375,train_375,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,368
376,0.0,1.0,0.0,0.6,0.4,0.0,0.0,1.0,1.39,376,train_376,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,369
377,0.7,0.3,0.0,1.0,0.0,0.256,0.0,0.744,1.71,377,train_377,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,370
378,0.7,0.3,0.0,1.0,0.0,0.033,0.0,0.967,1.58,378,train_378,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,371
379,0.7,0.3,0.0,1.0,0.0,0.3,0.0,0.7,1.71,379,train_379,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,372
380,0.0,1.0,0.0,1.0,0.0,0.9,0.1,0.0,2.19,380,train_380,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,373
381,0.5,0.5,0.0,1.0,0.0,0.167,0.0,0.833,1.612,381,train_381,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,374
382,0.4,0.1,0.5,1.0,0.0,0.17,0.0,0.83,1.7,382,train_382,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,375
383,0.33,0.67,0.0,1.0,0.0,1.0,0.0,0.0,2.288,383,train_383,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,376
384,0.0,1.0,0.0,1.0,0.0,0.417,0.0,0.583,1.76,384,train_384,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,377
385,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4,385,train_385,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,378
386,0.0,0.7,0.3,1.0,0.0,0.0,0.0,1.0,1.58,386,train_386,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,379
387,0.75,0.0,0.25,1.0,0.0,0.3,0.0,0.7,1.73,387,train_387,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,380
388,0.8,0.0,0.2,1.0,0.0,0.4,0.0,0.6,1.803,388,train_388,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,381
389,0.0,0.8,0.2,1.0,0.0,0.0,0.0,1.0,1.62,389,train_389,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,382
390,1.0,0.0,0.0,0.375,0.625,0.0,0.0,1.0,1.21,390,train_390,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,383
391,0.2,0.5,0.3,1.0,0.0,0.0,0.0,1.0,1.64,391,train_391,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,384
392,1.0,0.0,0.0,0.0,1.0,0.333,0.0,0.667,1.571,392,train_392,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,385
393,0.0,1.0,0.0,1.0,0.0,0.36,0.64,0.0,2.81,393,train_393,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,386
394,0.0,1.0,0.0,1.0,0.0,0.29,0.0,0.71,1.715,394,train_394,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,387
395,0.0,1.0,0.0,1.0,0.0,0.333,0.0,0.667,1.6,395,train_395,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,388
396,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.3,396,train_396,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,389
397,0.93,0.0,0.07,1.0,0.0,0.05,0.0,0.95,1.62,397,train_397,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,390
398,0.664,0.136,0.2,1.0,0.0,0.35,0.0,0.65,1.77,398,train_398,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,391
399,0.76,0.19,0.05,1.0,0.0,0.2,0.0,0.8,1.59,399,train_399,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,392
400,1.0,0.0,0.0,1.0,0.0,0.7,0.3,0.0,2.44,400,train_400,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,393
401,0.0,0.0,1.0,1.0,0.0,0.967,0.0,0.033,2.38,401,train_401,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,394
402,0.55,0.0,0.45,1.0,0.0,0.05,0.0,0.95,1.62,402,train_402,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,395
403,0.81,0.09,0.1,1.0,0.0,0.01,0.0,0.99,1.6,403,train_403,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,396
404,0.79,0.15,0.06,1.0,0.0,0.6,0.0,0.4,1.805,404,train_404,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,397
405,0.7885,0.1615,0.05,1.0,0.0,0.1,0.0,0.9,1.55,405,train_405,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,398
406,0.85,0.0,0.15,1.0,0.0,0.27,0.0,0.73,1.72,406,train_406,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,399
407,0.79,0.16,0.05,1.0,0.0,0.16,0.0,0.84,1.582,407,train_407,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,400
408,0.66,0.14,0.2,0.25,0.75,0.167,0.0,0.833,1.28,408,train_408,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,401
409,0.8,0.2,0.0,1.0,0.0,0.095,0.0,0.905,1.61,409,train_409,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,402
410,0.0,0.0,1.0,0.1,0.9,0.0,0.0,1.0,1.22,410,train_410,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,403
411,0.75,0.15,0.1,0.25,0.75,0.167,0.0,0.833,1.29,411,train_411,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,404
412,0.75,0.25,0.0,1.0,0.0,0.17,0.0,0.83,1.65,412,train_412,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,405
413,0.3,0.7,0.0,1.0,0.0,0.15,0.0,0.85,1.66,413,train_413,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,406
414,0.12,0.0,0.88,1.0,0.0,0.0,0.0,1.0,1.51,414,train_414,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,407
415,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,1.833,415,train_415,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,408
416,0.36,0.54,0.1,1.0,0.0,0.067,0.0,0.933,1.59,416,train_416,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,409
417,0.85,0.0,0.15,0.0,1.0,0.0,0.0,1.0,1.35,417,train_417,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,410
418,1.0,0.0,0.0,1.0,0.0,0.81,0.19,0.0,2.36,418,train_418,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,411
419,0.75,0.0,0.25,0.0,1.0,0.0,0.0,1.0,1.29,419,train_419,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,412
420,1.0,0.0,0.0,0.0,1.0,0.167,0.0,0.833,1.53,420,train_420,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,413
422,0.75,0.15,0.1,1.0,0.0,0.167,0.0,0.833,1.63,422,train_422,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,414
423,0.0,1.0,0.0,1.0,0.0,0.72,0.0,0.28,2.01,423,train_423,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,415
424,0.0,0.0,1.0,1.0,0.0,0.333,0.0,0.667,1.916,424,train_424,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,416
425,1.0,0.0,0.0,1.0,0.0,0.75,0.25,0.0,2.39,425,train_425,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,417
426,0.83,0.0,0.17,0.6,0.4,0.0,0.0,1.0,1.275,426,train_426,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,418
427,0.76,0.16,0.08,1.0,0.0,0.17,0.0,0.83,1.62,427,train_427,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,419
428,0.75,0.1,0.15,1.0,0.0,0.0,0.0,1.0,1.554,428,train_428,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,420
429,0.81,0.14,0.05,1.0,0.0,0.13,0.0,0.87,1.59,429,train_429,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,421
430,0.85,0.0,0.15,1.0,0.0,0.29,0.0,0.71,1.72,430,train_430,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,422
431,0.5,0.5,0.0,1.0,0.0,0.333,0.0,0.667,1.751,431,train_431,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,423
432,0.0,1.0,0.0,0.75,0.25,0.2,0.0,0.8,1.48,432,train_432,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,424
434,0.79,0.16,0.05,1.0,0.0,0.333,0.0,0.667,1.61,434,train_434,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,425
435,0.88,0.12,0.0,1.0,0.0,0.0,0.0,1.0,1.53,435,train_435,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,426
436,0.81,0.19,0.0,1.0,0.0,0.18,0.0,0.82,1.62,436,train_436,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,427
437,0.0,1.0,0.0,1.0,0.0,0.05,0.0,0.95,1.57,437,train_437,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,428
438,0.75,0.25,0.0,0.0,1.0,0.0,0.0,1.0,1.354,438,train_438,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,429
439,0.83,0.0,0.17,1.0,0.0,0.27,0.0,0.73,1.7,439,train_439,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,430
440,0.67,0.33,0.0,1.0,0.0,0.167,0.0,0.833,1.638,440,train_440,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,431
441,0.2,0.8,0.0,1.0,0.0,0.1,0.0,0.9,1.59,441,train_441,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,432
442,0.83,0.0,0.17,1.0,0.0,0.267,0.0,0.733,1.72,442,train_442,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,433
443,0.83,0.17,0.0,1.0,0.0,0.173,0.0,0.827,1.64,443,train_443,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,434
444,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.268,444,train_444,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,435
445,0.0,1.0,0.0,1.0,0.0,0.833,0.0,0.167,2.161,445,train_445,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,436
446,1.0,0.0,0.0,0.875,0.125,0.0,0.0,1.0,1.33,446,train_446,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,437
447,0.17,0.83,0.0,1.0,0.0,0.167,0.0,0.833,1.625,447,train_447,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,438
448,0.8,0.2,0.0,1.0,0.0,0.067,0.0,0.933,1.53,448,train_448,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,439
449,0.92,0.08,0.0,1.0,0.0,0.08,0.0,0.92,1.56,449,train_449,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,440
450,0.4,0.6,0.0,1.0,0.0,0.2,0.0,0.8,1.68,450,train_450,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,441
451,0.0,1.0,0.0,1.0,0.0,0.29,0.71,0.0,2.88,451,train_451,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,442
452,0.3,0.7,0.0,1.0,0.0,0.0,0.0,1.0,1.55,452,train_452,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,443
453,0.82,0.14,0.04,1.0,0.0,0.14,0.0,0.86,1.58,453,train_453,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,444
454,0.66,0.14,0.2,0.0,1.0,0.167,0.0,0.833,1.42,454,train_454,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,445
455,0.79,0.16,0.05,0.25,0.75,0.167,0.0,0.833,1.3,455,train_455,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,446
456,0.7,0.3,0.0,1.0,0.0,0.095,0.0,0.905,1.63,456,train_456,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,447
457,0.85,0.15,0.0,1.0,0.0,0.07,0.0,0.93,1.56,457,train_457,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,448
458,0.79,0.16,0.05,0.16,0.84,0.173,0.0,0.827,1.38,458,train_458,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,449
459,0.4,0.6,0.0,1.0,0.0,0.067,0.0,0.933,1.56,459,train_459,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,450
460,0.0,0.0,1.0,0.0,1.0,0.33,0.67,0.0,2.1,460,train_460,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,451
461,0.0,1.0,0.0,0.4,0.6,0.5,0.0,0.5,1.27,461,train_461,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,452
462,0.8,0.2,0.0,1.0,0.0,0.2,0.0,0.8,1.5,462,train_462,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,453
463,0.6,0.0,0.4,1.0,0.0,0.095,0.0,0.905,1.61,463,train_463,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,454
464,0.85,0.15,0.0,1.0,0.0,0.167,0.0,0.833,1.65,464,train_464,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,455
465,0.83,0.03,0.14,1.0,0.0,0.17,0.0,0.83,1.63,465,train_465,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,456
466,0.75,0.15,0.1,1.0,0.0,0.167,0.0,0.833,1.61,466,train_466,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,457
467,0.0,1.0,0.0,1.0,0.0,0.01,0.0,0.99,1.6,467,train_467,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,458
468,0.0,1.0,0.0,1.0,0.0,0.467,0.0,0.533,1.791,468,train_468,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,459
469,0.75,0.25,0.0,1.0,0.0,0.0,0.0,1.0,1.53,469,train_469,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,460
470,0.6,0.4,0.0,0.4,0.6,0.0,0.0,1.0,1.249,470,train_470,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,461
471,0.83,0.17,0.0,1.0,0.0,0.17,0.0,0.83,1.62,471,train_471,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,462
473,0.83,0.0,0.17,1.0,0.0,0.25,0.0,0.75,1.715,473,train_473,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,463
474,0.2,0.7,0.1,1.0,0.0,0.0,0.0,1.0,1.62,474,train_474,train,0.9999999999999999,1.0,1.0,-1.1102230246251565e-16,0.0,0.0,True,True,True,464
475,1.0,0.0,0.0,0.75,0.25,0.0,0.0,1.0,1.393,475,train_475,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,465
476,0.0,1.0,0.0,0.7,0.3,0.0,0.0,1.0,1.278,476,train_476,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,466
477,0.788,0.162,0.05,1.0,0.0,0.17,0.0,0.83,1.59,477,train_477,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,467
478,0.2,0.4,0.4,1.0,0.0,0.0,0.0,1.0,1.64,478,train_478,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,468
479,0.66,0.14,0.2,0.5,0.5,0.167,0.0,0.833,1.31,479,train_479,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,469
480,0.65,0.3,0.05,1.0,0.0,0.05,0.0,0.95,1.55,480,train_480,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,470
481,0.0,1.0,0.0,1.0,0.0,0.58,0.0,0.42,1.924,481,train_481,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,471
482,0.79,0.16,0.05,1.0,0.0,0.17,0.0,0.83,1.63,482,train_482,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,472
483,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1.0,1.38,483,train_483,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,473
484,0.83,0.17,0.0,1.0,0.0,0.167,0.0,0.833,1.622,484,train_484,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,474
485,0.6,0.4,0.0,1.0,0.0,0.0,0.0,1.0,1.54,485,train_485,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,475
486,0.0,1.0,0.0,0.375,0.625,0.0,0.0,1.0,1.2,486,train_486,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,476
487,0.0,0.9,0.1,1.0,0.0,0.4,0.0,0.6,1.82,487,train_487,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,477
488,0.75,0.05,0.2,1.0,0.0,0.17,0.0,0.83,1.63,488,train_488,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,478
489,0.8,0.0,0.2,1.0,0.0,0.35,0.0,0.65,1.76,489,train_489,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,479
490,0.0,1.0,0.0,1.0,0.0,0.267,0.0,0.733,1.75,490,train_490,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,480
491,0.33,0.67,0.0,1.0,0.0,0.5,0.0,0.5,1.855,491,train_491,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,481
492,0.0,0.9,0.1,1.0,0.0,0.333,0.0,0.667,1.77,492,train_492,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,482
493,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.4,493,train_493,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,483
494,0.0,0.0,1.0,1.0,0.0,0.933,0.0,0.067,2.35,494,train_494,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,484
495,1.0,0.0,0.0,1.0,0.0,0.667,0.0,0.333,1.969,495,train_495,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,485
496,0.0,1.0,0.0,1.0,0.0,0.67,0.33,0.0,2.57,496,train_496,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,486
497,0.4,0.6,0.0,1.0,0.0,0.033,0.0,0.967,1.55,497,train_497,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,487
498,1.0,0.0,0.0,0.4,0.6,0.0,0.0,1.0,1.29,498,train_498,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,488
499,0.3,0.7,0.0,1.0,0.0,0.2,0.0,0.8,1.69,499,train_499,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,489
500,0.0,1.0,0.0,0.4,0.6,0.133,0.0,0.867,1.26,500,train_500,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,490
501,0.0,0.9,0.1,0.5,0.5,0.0,0.0,1.0,1.29,501,train_501,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,491
502,0.0,1.0,0.0,1.0,0.0,0.067,0.0,0.933,1.62,502,train_502,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,492
503,0.0,1.0,0.0,0.75,0.25,0.1,0.0,0.9,1.43,503,train_503,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,493
504,0.0,1.0,0.0,0.125,0.875,0.0,0.0,1.0,1.18,504,train_504,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,494
505,0.6,0.1,0.3,1.0,0.0,0.256,0.0,0.744,1.72,505,train_505,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,495
506,0.8,0.0,0.2,0.5,0.5,0.0,0.0,1.0,1.31,506,train_506,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,496
507,0.0,1.0,0.0,0.2,0.8,0.133,0.0,0.867,1.26,507,train_507,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,497
508,0.83,0.0,0.17,0.3,0.7,0.0,0.0,1.0,1.25,508,train_508,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,498
509,0.825,0.15,0.025,1.0,0.0,0.15,0.0,0.85,1.651,509,train_509,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,499
510,0.2,0.0,0.8,1.0,0.0,0.2,0.0,0.8,1.603,510,train_510,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,500
511,0.85,0.1,0.05,1.0,0.0,0.01,0.0,0.99,1.598,511,train_511,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,501
512,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.11,512,train_512,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,502
513,0.975,0.025,0.0,1.0,0.0,0.0,0.0,1.0,1.48,513,train_513,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,503
515,0.0,1.0,0.0,1.0,0.0,0.07,0.93,0.0,3.13,515,train_515,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,504
516,0.0,0.0,1.0,0.9,0.1,0.667,0.0,0.333,1.79,516,train_516,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,505
517,0.83,0.0,0.17,0.9,0.1,0.0,0.0,1.0,1.44,517,train_517,train,1.0,1.0,1.0,0.0,0.0,0.0,True,True,True,506
