cv_rank,model_id,k,terms,pareto_front,cv_rmse,cv_sd,cv_pooled,fold1,fold2,fold3,fold4,fold5,train_rmse,test_rmse,test_r2,cl_rich_rmse,ma_rich_rmse,Sn,Br,Cl,Sn^2,Br^2,Cl^2,SnBr,SnCl,BrCl,formula
240,376,5,"Sn², Br², Cl², SnBr, SnCl",No,0.13003137866400408,0.009691414851749723,0.13031685376714544,0.12928883754401327,0.12630059201992802,0.13364066150079293,0.14365096613416065,0.1172758361211256,0.12736446944280436,0.17713222504092122,0.7996957669530537,0.4293124593420224,0.17689144200659015,0,0,0,1,1,1,1,1,0,Eg = 1.56567 - 0.32843*Sn² + 0.84010*Br² + 1.80029*Cl² + 0.04228*SnBr - 0.09816*SnCl
241,234,4,"Cl, Br², SnBr, SnCl",No,0.13065366786482305,0.006395394467934565,0.1307872946339455,0.13061821969481144,0.12592686312798676,0.13977768909599547,0.13339721601129245,0.12354835139402907,0.12898148002897522,0.15007191228764155,0.8562215476781836,0.1459373307980968,0.14260434670322025,0,0,1,0,1,0,1,1,0,Eg = 1.53713 + 1.64125*Cl + 0.84022*Br² - 0.65777*SnBr - 0.39268*SnCl
242,371,5,"Cl, Br², Cl², SnBr, SnCl",No,0.1308383174212393,0.00618501722278058,0.1309678002636043,0.1314611209176825,0.12778124553162049,0.13980337534305962,0.13213287386145675,0.12301297145237707,0.12852716693890748,0.1479641627102442,0.8602319026694402,0.10222623813476973,0.13919697465049594,0,0,1,0,1,1,1,1,0,Eg = 1.53761 + 1.95565*Cl + 0.82757*Br² - 0.38471*Cl² - 0.67863*SnBr - 0.37346*SnCl
243,374,5,"Cl, Br², SnBr, SnCl, BrCl",No,0.13101005286674766,0.006251307119254215,0.13114192476124623,0.13225209184602435,0.1275815868833496,0.13975067066050917,0.1324838108216676,0.1229821041221876,0.12866316460222313,0.1480448357468727,0.8600794523673116,0.10843574358887459,0.1394755836440052,0,0,1,0,1,0,1,1,1,Eg = 1.53751 + 1.58195*Cl + 0.82950*Br² - 0.67147*SnBr - 0.37565*SnCl + 0.32474*BrCl
244,464,6,"Cl, Br², Cl², SnBr, SnCl, BrCl",No,0.1310279663978719,0.006636735435657367,0.1311739117941921,0.13316377726658418,0.12523224487229379,0.1405866514295982,0.1319039369586907,0.12425322146219261,0.12698275960172314,0.1521709201314524,0.852171454234971,0.11210287707516173,0.1435092693354211,0,0,1,0,1,1,1,1,1,Eg = 1.53827 + 10.10390*Cl + 0.83186*Br² - 8.51657*Cl² - 0.77251*SnBr - 0.39873*SnCl - 8.22917*BrCl
245,231,4,"Cl, Br², Cl², SnBr",No,0.13179812677947117,0.006094528869782657,0.13192720034680128,0.13140058460833898,0.13182973524073868,0.14070080851456906,0.13157439825232042,0.12348510728138877,0.1298109622579458,0.15098712488629762,0.8544625363774996,0.11611414266667187,0.14249701279288415,0,0,1,0,1,1,1,0,0,Eg = 1.53835 + 1.93847*Cl + 0.83025*Br² - 0.44081*Cl² - 0.73818*SnBr
246,235,4,"Cl, Br², SnBr, BrCl",No,0.1318372091863344,0.006162893089353025,0.1319689087882812,0.1318111215323279,0.13168499441069245,0.1406297316209709,0.13185966677823194,0.12320053158944878,0.12995946553396268,0.15098702544048329,0.8544627280903603,0.1216841224777931,0.14269911320912818,0,0,1,0,1,0,1,0,1,Eg = 1.53825 + 1.50763*Cl + 0.83206*Br² - 0.73079*SnBr + 0.38489*BrCl
247,101,3,"Cl, Br², SnBr",No,0.13183836965156565,0.006405096273196072,0.13197761828167492,0.1330454826106715,0.12973865248624836,0.14049091809504916,0.13311883052618012,0.12279796453967912,0.1304057067762603,0.15360263091385173,0.8493766577789535,0.16571176376898766,0.14666178024498883,0,0,1,0,1,0,1,0,0,Eg = 1.53784 + 1.57448*Cl + 0.84501*Br² - 0.71763*SnBr
248,381,5,"Br², Cl², SnBr, SnCl, BrCl",No,0.13188908734271795,0.006692152736465922,0.1320412082052523,0.13600812373075652,0.1282634795945614,0.13993005946957718,0.13251846278918342,0.12272531112951118,0.12933714810976,0.14746477692055593,0.8611737579717942,0.10733950577011402,0.13884943019261833,0,0,0,0,1,1,1,1,1,Eg = 1.53746 + 0.82876*Br² + 1.57415*Cl² - 0.65374*SnBr - 0.36641*SnCl + 1.91981*BrCl
249,372,5,"Cl, Br², Cl², SnBr, BrCl",No,0.13197744813729992,0.005939350294827919,0.13209921689329945,0.1327916314992986,0.12969706948774232,0.14114703867962064,0.13140355209230753,0.12484794892753064,0.12845705079213082,0.15590923858977446,0.8448189548683078,0.12599397654156605,0.14731468517648116,0,0,1,0,1,1,1,0,1,Eg = 1.53901 + 9.59293*Cl + 0.83444*Br² - 8.08453*Cl² - 0.83017*SnBr - 7.73158*BrCl
250,252,4,"Br², Cl², SnBr, BrCl",No,0.13268062913027823,0.006457251448924966,0.13282604624627203,0.13536978058155497,0.13219428882486267,0.14082940835218355,0.13193969630613192,0.12306997158665794,0.13056582755820018,0.1502464484312129,0.8558869197135364,0.12085172589650683,0.14196137463579586,0,0,0,0,1,1,1,0,1,Eg = 1.53819 + 0.83129*Br² + 1.50193*Cl² - 0.71249*SnBr + 1.90536*BrCl
