cv_rank,model_id,k,terms,pareto_front,cv_rmse,cv_sd,cv_pooled,fold1,fold2,fold3,fold4,fold5,train_rmse,test_rmse,test_r2,cl_rich_rmse,ma_rich_rmse,Sn,Br,Cl,Sn^2,Br^2,Cl^2,SnBr,SnCl,BrCl,formula
119,301,5,"Sn, Cl, Br², Cl², SnBr",No,0.09458174502519587,0.006386724920420629,0.09476347431106509,0.08677200508315153,0.0992768585230424,0.10232505489251346,0.09444153409390581,0.09009327253336606,0.0920841356981123,0.1019076849241249,0.9337007153334549,0.12153223606892646,0.09713412323395773,1,0,1,0,1,1,1,0,0,Eg = 1.58617 - 0.39124*Sn + 1.78687*Cl + 0.73875*Br² - 0.26067*Cl² + 0.12499*SnBr
120,178,4,"Sn, Br², Cl², BrCl",No,0.09467617120221647,0.003422729633297655,0.09473353779873003,0.0922632670774054,0.09934840271070931,0.09648825739505727,0.0945945112865124,0.09068641754139793,0.09333050832825064,0.1023037836254118,0.9331843245073592,0.1188694792326041,0.09951178593768158,1,0,0,0,1,1,0,0,1,Eg = 1.58465 - 0.36879*Sn + 0.74931*Br² + 1.52538*Cl² + 1.79591*BrCl
121,305,5,"Sn, Cl, Br², SnBr, BrCl",No,0.0947415800522162,0.006258135413635779,0.09491598093804687,0.08725856920302816,0.0990332292223446,0.10248993752811336,0.09489445856774385,0.09003170573985096,0.0921765159879417,0.10252391801767793,0.9328964709757157,0.12648762070845418,0.0977581124382524,1,0,1,0,1,0,1,0,1,Eg = 1.58614 - 0.39165*Sn + 1.53388*Cl + 0.74006*Br² + 0.13062*SnBr + 0.21728*BrCl
122,322,5,"Sn, Br², Cl², SnBr, BrCl",No,0.09577535298704197,0.0058370322802594994,0.09593137782686721,0.09137122351635225,0.09916889321211657,0.10388579963088104,0.09490758567468975,0.0895432629011702,0.09285380250961615,0.10278231051717435,0.9325578007638942,0.12528015485192776,0.09738412437607905,1,0,0,0,1,1,1,0,1,Eg = 1.58616 - 0.39243*Sn + 0.73917*Br² + 1.52935*Cl² + 0.15100*SnBr + 1.76240*BrCl
123,158,4,"Sn, Cl, Br², SnCl",No,0.09618408760958945,0.0030292475735432312,0.09623124587578154,0.09987406761967627,0.09820345734298845,0.09515804515143209,0.09571220803909472,0.09197265989475567,0.09262359468447019,0.10538272205277248,0.9291020307331238,0.1453866318802689,0.10325323619445606,1,0,1,0,1,0,0,1,0,Eg = 1.58390 - 0.36589*Sn + 1.59456*Cl + 0.75795*Br² - 0.11691*SnCl
124,304,5,"Sn, Cl, Br², SnBr, SnCl",No,0.09733202667011875,0.004299678022991317,0.0974235777170494,0.10103540224298714,0.09791546296552936,0.10121374317960768,0.09564185780847412,0.09085366715399545,0.09212729093777003,0.1056899671817955,0.9286880195987417,0.14681281987234449,0.10069231924511565,1,0,1,0,1,0,1,1,0,Eg = 1.58534 - 0.38901*Sn + 1.59542*Cl + 0.74633*Br² + 0.15360*SnBr - 0.13986*SnCl
125,302,5,"Sn, Cl, Br², Cl², SnCl",No,0.0974986828749621,0.005305289133919573,0.0976314814196171,0.10472647685051754,0.10083370040147697,0.09596694283406297,0.09472880892453607,0.09123748536421697,0.09226608761493106,0.10172867464065449,0.9339334324226053,0.11215982576179917,0.09865513195737761,1,0,1,0,1,1,0,1,0,Eg = 1.58424 - 0.36717*Sn + 1.82895*Cl + 0.74749*Br² - 0.28645*Cl² - 0.10640*SnCl
126,429,6,"Sn, Cl, Br², Cl², SnCl, BrCl",No,0.09758688503349666,0.005566854624316965,0.09772870869465757,0.1065707241190401,0.09904487140008568,0.09478059396408163,0.09520062586724833,0.09233760981702759,0.09073799494217283,0.10240045624156663,0.9330579890430382,0.12409932422207039,0.1001873068112659,1,0,1,0,1,1,0,1,1,Eg = 1.58504 - 0.37575*Sn + 8.34599*Cl + 0.74646*Br² - 6.78490*Cl² - 0.14255*SnCl - 6.60144*BrCl
127,306,5,"Sn, Cl, Br², SnCl, BrCl",No,0.09768294750609574,0.005478797286382092,0.09782277968759033,0.10559209792588643,0.10044199270370648,0.09582053623926544,0.09523739961766148,0.09132271104395888,0.09238908197518504,0.10231040401697747,0.9331756765330304,0.1178191947954304,0.09938754204691551,1,0,1,0,1,0,0,1,1,Eg = 1.58415 - 0.36662*Sn + 1.55189*Cl + 0.74955*Br² - 0.10714*SnCl + 0.23479*BrCl
128,323,5,"Sn, Br², Cl², SnCl, BrCl",No,0.09858087193092543,0.007153556322755528,0.0988098189706742,0.10965290057423788,0.10100423035315875,0.09620284597072387,0.09511719990922636,0.09092718284728031,0.09321645203492865,0.1022602713573704,0.9332411490588203,0.11595149699848067,0.0991686879057115,1,0,0,0,1,1,0,1,1,Eg = 1.58405 - 0.36471*Sn + 0.74990*Br² + 1.54360*Cl² - 0.09462*SnCl + 1.80269*BrCl
129,492,7,"Sn, Cl, Br², Cl², SnBr, SnCl, BrCl",No,0.09864979702288879,0.006134362580367637,0.09882077401700883,0.10864973857208363,0.09890772658970143,0.09794545269995653,0.0953436152124354,0.09240245204026701,0.090669794028908,0.1020952694668092,0.9334564125151336,0.1259648571178997,0.09893280687053829,1,0,1,0,1,1,1,1,1,Eg = 1.58552 - 0.38410*Sn + 7.88724*Cl + 0.74269*Br² - 6.32364*Cl² + 0.05993*SnBr - 0.14974*SnCl - 6.15208*BrCl
130,427,6,"Sn, Cl, Br², Cl², SnBr, SnCl",No,0.0988871038533447,0.006407845413765433,0.09907663844655769,0.10703488219979815,0.10025699275452125,0.10172017826096105,0.09512858257481913,0.0902948834766239,0.09187415189876535,0.1020889878594656,0.9334646007070223,0.11809885464145099,0.09661903277687912,1,0,1,0,1,1,1,1,0,Eg = 1.58548 - 0.38771*Sn + 1.79415*Cl + 0.73865*Br² - 0.24298*Cl² + 0.13770*SnBr - 0.12858*SnCl
131,430,6,"Sn, Cl, Br², SnBr, SnCl, BrCl",No,0.09910947312478299,0.00656855415564105,0.09930686296406885,0.1077940996861603,0.09991896952890074,0.10186384663049601,0.0956220966657283,0.09034835311262959,0.09196196189924809,0.10273360823179045,0.9326216991338386,0.12321558266671975,0.09727331856964652,1,0,1,0,1,0,1,1,1,Eg = 1.58545 - 0.38808*Sn + 1.55938*Cl + 0.74002*Br² + 0.14330*SnBr - 0.13009*SnCl + 0.19798*BrCl
132,141,4,"Sn, Br, Br², Cl²",No,0.10004975876092963,0.007710052650072398,0.10027652738049261,0.09621796807160152,0.10110535511174837,0.09792816420726702,0.11263491021980386,0.09236239619422737,0.09939229977439915,0.13351452225870272,0.8861974526219298,0.3594038310721713,0.13783518690588525,1,1,0,0,1,1,0,0,0,Eg = 1.52953 - 0.34891*Sn + 0.58194*Br + 0.19759*Br² + 1.76255*Cl²
133,437,6,"Sn, Br², Cl², SnBr, SnCl, BrCl",No,0.10010256489115768,0.008136926606599268,0.10039514427098756,0.11138911480848962,0.10040870375145461,0.1033462030752356,0.09558085448604887,0.08978794833455969,0.0926682153486701,0.10304010929918632,0.932219059181251,0.12208499842283539,0.09696306694259088,1,0,0,0,1,1,1,1,1,Eg = 1.58551 - 0.38910*Sn + 0.73911*Br² + 1.55304*Cl² + 0.16315*SnBr - 0.12137*SnCl + 1.76840*BrCl
134,282,5,"Sn, Br, Br², Cl², SnCl",No,0.10019549027422925,0.007687441404448921,0.10041849150187612,0.09593804113488098,0.10089549444342158,0.09777212353605114,0.11303509360035655,0.09333669865643597,0.09931343671232112,0.13315702083524036,0.8868060771077207,0.35717465715683183,0.13734958170303496,1,1,0,0,1,1,0,1,0,Eg = 1.52880 - 0.34534*Sn + 0.58412*Br + 0.19599*Br² + 1.77895*Cl² - 0.08119*SnCl
135,49,3,"Sn, Br, Cl²",No,0.10096643612579415,0.007690526476398876,0.10119002234129337,0.09667286859257013,0.10230295396077087,0.09908079680641316,0.11341460300631902,0.09336095826289754,0.10042027167340743,0.1298166901121664,0.8924139320889807,0.345922835433575,0.1345691238529806,1,1,0,0,0,1,0,0,0,Eg = 1.51652 - 0.34615*Sn + 0.74423*Br + 1.76133*Cl²
136,281,5,"Sn, Br, Br², Cl², SnBr",No,0.1010851874111998,0.007364969301772656,0.10129337546477328,0.10118176165880213,0.10097226273139753,0.09847977526821271,0.1125627795917138,0.09222935780587285,0.09933813366723007,0.133034169913992,0.8870148466157659,0.35690048039875005,0.13783678784534514,1,1,0,0,1,1,1,0,0,Eg = 1.52732 - 0.33951*Sn + 0.59906*Br + 0.18346*Br² + 1.76267*Cl² - 0.05694*SnBr
137,146,4,"Sn, Br, Cl², SnCl",No,0.10113018202756026,0.00764430230568253,0.1013485731116155,0.09653154176767682,0.10205736356294383,0.09888508053119956,0.11381448264924743,0.0943624416267336,0.10032483973767514,0.12945174098165219,0.8930179877298023,0.343602121698273,0.13407884189099295,1,1,0,0,0,1,0,1,0,Eg = 1.51584 - 0.34224*Sn + 0.74519*Br + 1.77946*Cl² - 0.08973*SnCl
138,412,6,"Sn, Br, Br², Cl², SnBr, SnCl",No,0.10139280266724345,0.007298123087522119,0.10159491652313304,0.10158226735256612,0.10080089211780434,0.09833273931704894,0.11305647074495516,0.09319164380384268,0.0992737216971405,0.13273105836535182,0.887529121853471,0.3552073699574058,0.13736682114370263,1,1,0,0,1,1,1,1,0,Eg = 1.52697 - 0.33755*Sn + 0.59869*Br + 0.18395*Br² + 1.77759*Cl² - 0.04912*SnBr - 0.07394*SnCl
139,145,4,"Sn, Br, Cl², SnBr",No,0.10165246760982713,0.007317173255253263,0.10185736095841072,0.1026150921161967,0.10176184385248364,0.09825938201425137,0.11278844840430922,0.09283757166189469,0.10014691074053261,0.13022836522358736,0.8917304955669794,0.34259523162216676,0.13549322486084667,1,1,0,0,0,1,1,0,0,Eg = 1.51377 - 0.32633*Sn + 0.75611*Br + 1.76178*Cl² - 0.12265*SnBr
140,287,5,"Sn, Br, Cl², SnBr, SnCl",No,0.10195362752007964,0.00725909130192891,0.1021531848401388,0.10300364875903482,0.10162127609515763,0.09816087806876843,0.11324953857214777,0.0937327961052896,0.10008719125822343,0.1298162558515009,0.8924146518780813,0.3409286128280801,0.13498370559740497,1,1,0,0,0,1,1,1,0,Eg = 1.51340 - 0.32440*Sn + 0.75616*Br + 1.77620*Cl² - 0.11526*SnBr - 0.07148*SnCl
141,327,5,"Br, Cl, Sn², Br², SnBr",No,0.10218551012756624,0.005087683418360296,0.10229714332141561,0.1001293990903292,0.1077194696396364,0.1041933021723725,0.10442307313274793,0.09446230660274518,0.10117275869724472,0.11653202634982028,0.9133066933626165,0.10174526977683027,0.11282556680307139,0,1,1,1,1,0,1,0,0,Eg = 1.50592 + 0.61678*Br + 1.57005*Cl - 0.25923*Sn² + 0.13404*Br² - 0.38016*SnBr
142,188,4,"Br, Cl, Sn², SnBr",No,0.10251240481703276,0.004982658694468541,0.10261966689167218,0.10067340720961819,0.10830687754099796,0.104065772018774,0.10448889809412702,0.09502706922164665,0.10160497880683199,0.1184116292615418,0.9104875004021441,0.09585165250904334,0.11399590792015483,0,1,1,1,0,0,1,0,0,Eg = 1.49657 + 0.73081*Br + 1.56751*Cl - 0.25034*Sn² - 0.42428*SnBr
143,442,6,"Br, Cl, Sn², Br², SnBr, BrCl",No,0.10253869957997903,0.005269027471424778,0.10265717684546788,0.10051787672485647,0.10824551645800932,0.10429060050880552,0.10513692289645475,0.09450258131176908,0.10117235054589288,0.11657065411407987,0.9132492100468691,0.10270907275918154,0.11290337165943613,0,1,1,1,1,0,1,0,1,Eg = 1.50585 + 0.61743*Br + 1.57185*Cl - 0.25921*Sn² + 0.13369*Br² - 0.38001*SnBr - 0.01043*BrCl
144,438,6,"Br, Cl, Sn², Br², Cl², SnBr",No,0.10264325228608909,0.005235237646019756,0.10276110870080318,0.10081324021988951,0.10856420370674322,0.10442842961120424,0.1047436962661888,0.0946666916264197,0.1011628116627768,0.11640209407757976,0.9134999102643276,0.097187187774842,0.1125004978430649,0,1,1,1,1,1,1,0,0,Eg = 1.50626 + 0.61359*Br + 1.61232*Cl - 0.25926*Sn² + 0.13572*Br² - 0.05107*Cl² - 0.38155*SnBr
145,495,7,"Br, Cl, Sn², Br², Cl², SnBr, BrCl",No,0.10267508594478773,0.003935926955771628,0.10274424799095354,0.1020779961459834,0.10703420776662893,0.10357178647753165,0.1042796527090717,0.09641178662472306,0.09928643092061373,0.12318984828141465,0.9031176171203019,0.1062132264657444,0.1187251839918055,0,1,1,1,1,1,1,0,1,Eg = 1.50579 + 0.62406*Br + 9.55505*Cl - 0.25642*Sn² + 0.12964*Br² - 7.98233*Cl² - 0.48548*SnBr - 8.02685*BrCl
146,334,5,"Br, Cl, Sn², SnBr, BrCl",No,0.10287290796220083,0.005146067346483508,0.10298599190933425,0.10118764830337576,0.10873288674007027,0.10409050641858421,0.10531131316402452,0.09504218518494943,0.10159930474794175,0.1184906917980672,0.9103679268776371,0.09922195962582944,0.11423009732769425,0,1,1,1,0,0,1,0,1,Eg = 1.49640 + 0.73216*Br + 1.57421*Cl - 0.25038*Sn² - 0.42331*SnBr - 0.03883*BrCl
147,330,5,"Br, Cl, Sn², Cl², SnBr",No,0.10300097436268843,0.0051095157059937914,0.10311340031454762,0.10157158068815908,0.10905769136822745,0.10423290875851653,0.1049199794783836,0.09522271152015538,0.1016029551934737,0.11839428047597217,0.9105137278834977,0.09394358613151663,0.11388399654740233,0,1,1,1,0,1,1,0,0,Eg = 1.49667 + 0.73002*Br + 1.58653*Cl - 0.25031*Sn² - 0.02301*Cl² - 0.42516*SnBr
148,445,6,"Br, Cl, Sn², Cl², SnBr, BrCl",No,0.1031227139253581,0.003892422509954744,0.10319094962669582,0.10277785735093185,0.10736227104874535,0.10422632364602945,0.10441839305130383,0.09682872452978003,0.09969545655470849,0.12585607334331142,0.8988785410331559,0.10265661587745148,0.1204090020025538,0,1,1,1,0,1,1,0,1,Eg = 1.49663 + 0.73533*Br + 9.61106*Cl - 0.24784*Sn² - 8.03604*Cl² - 0.52817*SnBr - 8.10832*BrCl
149,454,6,"Br, Sn², Br², Cl², SnBr, BrCl",No,0.10361141876913937,0.005467870051693907,0.10374127662616629,0.10510226646626841,0.10860514121003291,0.10485449873638424,0.10527149564614018,0.09422369178687111,0.10197576320676831,0.11548964162249735,0.914850708505871,0.10172106475009961,0.1118939462105851,0,1,0,1,1,1,1,0,1,Eg = 1.50598 + 0.61564*Br - 0.25968*Sn² + 0.13470*Br² + 1.56611*Cl² - 0.35951*SnBr + 1.57519*BrCl
150,441,6,"Br, Cl, Sn², Br², SnBr, SnCl",No,0.10374027672323805,0.0053650480253370535,0.10386628828525478,0.10752580248327531,0.10785696183322177,0.10384421161244868,0.10482629375547278,0.09464811393177168,0.10095442748203001,0.11552263921064632,0.9148020440090757,0.09663931184859904,0.11161679882551687,0,1,1,1,1,0,1,1,0,Eg = 1.50539 + 0.61473*Br + 1.59328*Cl - 0.25381*Sn² + 0.13566*Br² - 0.36929*SnBr - 0.13782*SnCl
151,186,4,"Br, Cl, Sn², Br²",No,0.10390555046330055,0.007939200296419356,0.1041572278216851,0.09526828866460883,0.11067744836888983,0.11054286105329793,0.10769303170919092,0.09534612252051522,0.10352745031106707,0.10945649298602383,0.9235146903016045,0.1144094309337969,0.10596488643583,0,1,1,1,1,0,0,0,0,Eg = 1.51804 + 0.51194*Br + 1.57041*Cl - 0.32916*Sn² + 0.21961*Br²
152,353,5,"Br, Sn², Cl², SnBr, BrCl",No,0.10392263131105692,0.005395466936576138,0.10404890645147552,0.10576980525990237,0.10912455091251423,0.10447051943805477,0.10545400857654862,0.09479427236826463,0.10240573150484447,0.11726007929335376,0.9122200481379612,0.0982771439398476,0.11315529956068789,0,1,0,1,0,1,1,0,1,Eg = 1.49646 + 0.73122*Br - 0.25078*Sn² + 1.56845*Cl² - 0.40311*SnBr + 1.54900*BrCl
153,510,8,"Br, Cl, Sn², Br², Cl², SnBr, SnCl, BrCl",No,0.10408323740932302,0.004799138593509219,0.10418487295429253,0.10909445732139302,0.10665026480241584,0.1034395643736429,0.1048566162121718,0.09637528433699147,0.09897612650987213,0.1218727228317371,0.9051782427551738,0.10228661730485096,0.11734062274024548,0,1,1,1,1,1,1,1,1,Eg = 1.50501 + 0.62328*Br + 9.77585*Cl - 0.24990*Sn² + 0.13068*Br² - 8.17146*Cl² - 0.47475*SnBr - 0.16357*SnCl - 8.24054*BrCl
154,333,5,"Br, Cl, Sn², SnBr, SnCl",No,0.104110521834865,0.0053948515594139535,0.10423772231569951,0.10817598399564096,0.10853764985393773,0.1037860745142423,0.10486513325114422,0.09518776755935979,0.10139795692469553,0.11735685056382415,0.9120751039646956,0.09118500590950884,0.11281487145317905,0,1,1,1,0,0,1,1,0,Eg = 1.49595 + 0.73015*Br + 1.59014*Cl - 0.24495*Sn² - 0.41420*SnBr - 0.13448*SnCl
155,497,7,"Br, Cl, Sn², Br², SnBr, SnCl, BrCl",No,0.10412598664349874,0.005611286991786896,0.10426167730657339,0.10768622909640936,0.1086870931073227,0.10388504603905523,0.10572467580460809,0.09464688917009836,0.10095091762045036,0.11562032648688153,0.9146578943388847,0.09939876265280083,0.11182871104484685,0,1,1,1,1,0,1,1,1,Eg = 1.50518 + 0.61663*Br + 1.59879*Cl - 0.25372*Sn² + 0.13466*Br² - 0.36874*SnBr - 0.13928*SnCl - 0.03066*BrCl
156,494,7,"Br, Cl, Sn², Br², Cl², SnBr, SnCl",No,0.10416298970925812,0.005657706190518373,0.1043015512599297,0.10764719567640395,0.10915398141709566,0.10402798451065524,0.10529342345534944,0.09469236348678634,0.10095036171273444,0.1154546689408784,0.9149022706742972,0.09380115840614045,0.11142513921390171,0,1,1,1,1,1,1,1,0,Eg = 1.50562 + 0.61271*Br + 1.62010*Cl - 0.25389*Sn² + 0.13672*Br² - 0.03272*Cl² - 0.37030*SnBr - 0.13636*SnCl
157,329,5,"Br, Cl, Sn², Br², BrCl",No,0.1042525448514012,0.008144444544900317,0.10451528641525044,0.09542216722526682,0.11104674136419417,0.11069582217826333,0.10875586491379306,0.09534212857548868,0.1035232440714742,0.10972344086771077,0.9231411630934905,0.1178611756361589,0.10634557465534923,0,1,1,1,1,0,0,0,1,Eg = 1.51780 + 0.51420*Br + 1.57623*Cl - 0.32903*Sn² + 0.21838*Br² - 0.03385*BrCl
158,326,5,"Br, Cl, Sn², Br², Cl²",No,0.104286680968762,0.00812233605069052,0.10454872169268688,0.09557679830152029,0.11124255542151491,0.11083054893826282,0.10842434399006762,0.09535915819244434,0.10352730817278494,0.10940987602939217,0.923579825827168,0.11379231413810217,0.10589807484945218,0,1,1,1,1,1,0,0,0,Eg = 1.51809 + 0.51151*Br + 1.57551*Cl - 0.32919*Sn² + 0.21985*Br² - 0.00617*Cl²
159,447,6,"Br, Cl, Sn², SnBr, SnCl, BrCl",No,0.10439469208420567,0.005558467116782114,0.10452759425945225,0.10794332289398402,0.10922494263100178,0.10376140915695235,0.10587277742279222,0.09517100831629792,0.10138493407475936,0.11744523982716289,0.9119426098936031,0.09612307177420981,0.11313716244825567,0,1,1,1,0,0,1,1,1,Eg = 1.49568 + 0.73218*Br + 1.60079*Cl - 0.24491*Sn² - 0.41251*SnBr - 0.13732*SnCl - 0.05898*BrCl
160,440,6,"Br, Cl, Sn², Br², Cl², BrCl",No,0.10444863596270862,0.007570927372313785,0.10467568952196653,0.096404511481045,0.1106076339232491,0.11036831592182171,0.10889097026190332,0.09597174822552396,0.10282541621420568,0.11010584931456563,0.9226044922448516,0.12274418459772626,0.10716489299161279,0,1,1,1,1,1,0,0,1,Eg = 1.51972 + 0.50123*Br + 6.27877*Cl - 0.33880*Sn² + 0.22983*Br² - 4.70131*Cl² - 4.75907*BrCl
161,444,6,"Br, Cl, Sn², Cl², SnBr, SnCl",No,0.10445748633273855,0.0056208118957235716,0.10459394799481932,0.10800125585017332,0.10970292824145976,0.10390289199729066,0.10544356431329836,0.09523679126147055,0.10139787176428465,0.11735559986726585,0.9120769780228074,0.0908080019563972,0.11279435811922045,0,1,1,1,0,1,1,1,0,Eg = 1.49597 + 0.72999*Br + 1.59401*Cl - 0.24495*Sn² - 0.00473*Cl² - 0.41440*SnBr - 0.13426*SnCl
162,498,7,"Br, Cl, Sn², Cl², SnBr, SnCl, BrCl",No,0.10447428262381278,0.004749624215496383,0.10457429841217634,0.10938968322786832,0.10702429873915711,0.10421358265188063,0.10496765613131011,0.09677619236884775,0.0993929577630553,0.12447149631500656,0.9010912320676775,0.09893678239111063,0.11901991630742903,0,1,1,1,0,1,1,1,1,Eg = 1.49579 + 0.73544*Br + 9.82994*Cl - 0.24132*Sn² - 8.22359*Cl² - 0.51789*SnBr - 0.16183*SnCl - 8.32039*BrCl
163,348,5,"Br, Sn², Br², Cl², BrCl",No,0.10487822899655057,0.0075395734648553625,0.10510613539211781,0.09846266534706039,0.11125319891885638,0.11088625084273175,0.1086650225987772,0.09512400727532719,0.10406539696325011,0.10960705353578097,0.9233041301049498,0.1159674057427759,0.10607070783968647,0,1,0,1,1,1,0,0,1,Eg = 1.51725 + 0.51815*Br - 0.32573*Sn² + 0.21473*Br² + 1.57180*Cl² + 1.55518*BrCl
164,74,3,"Br, Cl, Sn²",No,0.10503894249629338,0.007891017629632522,0.10528509014614224,0.09615680289478037,0.11234542437010542,0.11133143565102602,0.1084283860078928,0.09693266355766222,0.10474743480635074,0.10689755564455386,0.9270491224571318,0.10554163751712661,0.10443811278415235,0,1,1,1,0,0,0,0,0,Eg = 1.50400 + 0.69219*Br + 1.56598*Cl - 0.32780*Sn²
165,500,7,"Br, Sn², Br², Cl², SnBr, SnCl, BrCl",No,0.10521731146696504,0.006809802491999942,0.10541293872405529,0.11215619308508137,0.10936972282453315,0.10444929126431243,0.105810160562341,0.09430118959855727,0.10178501343265228,0.1146346991676132,0.9161067223103276,0.09842902403215127,0.11090238347698438,0,1,0,1,1,1,1,1,1,Eg = 1.50536 + 0.61487*Br - 0.25457*Sn² + 0.13561*Br² + 1.59110*Cl² - 0.34869*SnBr - 0.12971*SnCl + 1.58168*BrCl
166,190,4,"Br, Cl, Sn², BrCl",No,0.1053846806446886,0.00802926767909736,0.10563713071154657,0.09642630768371946,0.11251090277770098,0.11133243412147287,0.1097687814404337,0.096884977200116,0.10471872457954395,0.10754290128264742,0.9261656478444674,0.11403069219098719,0.10535555461077717,0,1,1,1,0,0,0,0,1,Eg = 1.50357 + 0.69546*Br + 1.58126*Cl - 0.32749*Sn² - 0.08856*BrCl
167,187,4,"Br, Cl, Sn², Cl²",No,0.10543579363642688,0.007981453223950274,0.10568599875434963,0.0966616303514697,0.11269271338690207,0.11146220869508357,0.10945343093606495,0.09690898481261417,0.10473745095997086,0.10725951284904063,0.9265542598828692,0.11039579353518482,0.10495472071381627,0,1,1,1,0,1,0,0,0,Eg = 1.50373 + 0.69415*Br + 1.52323*Cl - 0.32751*Sn² + 0.05171*Cl²
168,457,6,"Br, Sn², Cl², SnBr, SnCl, BrCl",No,0.10546509210531822,0.006763778159772006,0.10565757119592524,0.11242612267973308,0.10994027529865527,0.10413216176907643,0.10596757936612579,0.09485932141300063,0.10222158792831111,0.11631013812206066,0.9136365238985894,0.09518792021097795,0.11214487036675307,0,1,0,1,0,1,1,1,1,Eg = 1.49579 + 0.73123*Br - 0.24569*Sn² + 1.59307*Cl² - 0.39275*SnBr - 0.12771*SnCl + 1.55522*BrCl
169,332,5,"Br, Cl, Sn², Cl², BrCl",No,0.10557007496882212,0.00749672247194181,0.10579016051716947,0.0973538150273475,0.11204932938486993,0.111101458276448,0.10989867411614015,0.0974470980393049,0.10415140108463077,0.10777016392903867,0.9258532605120714,0.11808705551150972,0.10597214141874714,0,1,1,1,0,1,0,0,1,Eg = 1.50463 + 0.69233*Br + 5.83729*Cl - 0.33626*Sn² - 4.25468*Cl² - 4.36746*BrCl
170,207,4,"Br, Sn², Cl², BrCl",No,0.10595854043499604,0.0074496737245939365,0.10617846254293092,0.09921678417606505,0.11273465022708946,0.11149041071507755,0.10967660536326598,0.09667425169348215,0.1052153819950075,0.10746888062494969,0.9262672516955598,0.112293133398607,0.10512575610959819,0,1,0,1,0,1,0,0,1,Eg = 1.50325 + 0.69640*Br - 0.32421*Sn² + 1.57701*Cl² + 1.50603*BrCl
171,328,5,"Br, Cl, Sn², Br², SnCl",No,0.10758188870542384,0.0069941417610304485,0.10778513117956731,0.11409368784729061,0.11034863371164608,0.10975849852859014,0.10798887622451869,0.09571974721507376,0.10316304912472479,0.10915336580930422,0.9239377382464387,0.10697332503779773,0.10510256631666377,0,1,1,1,1,0,0,1,0,Eg = 1.51691 + 0.51317*Br + 1.60060*Cl - 0.31952*Sn² + 0.21854*Br² - 0.17925*SnCl
172,439,6,"Br, Cl, Sn², Br², Cl², SnCl",No,0.10826804623896077,0.007439993122547692,0.1084946628274593,0.11554306222529724,0.11116577025787976,0.10998840870345766,0.10889449806112379,0.09574849194704545,0.10316205648797103,0.10926827949955742,0.9237775013897457,0.10856826396926599,0.10527021246564998,0,1,1,1,1,1,0,1,0,Eg = 1.51678 + 0.51431*Br + 1.58722*Cl - 0.31939*Sn² + 0.21789*Br² + 0.01631*Cl² - 0.17993*SnCl
173,443,6,"Br, Cl, Sn², Br², SnCl, BrCl",No,0.10830540872629084,0.007415639439973681,0.108529874211452,0.11569914020837409,0.11088068915079115,0.10984032840234746,0.10926691071920233,0.09583997515073918,0.10315014838137454,0.10959069381846284,0.9233270233234397,0.1128903045858409,0.1057363004733468,0,1,1,1,1,0,0,1,1,Eg = 1.51647 + 0.51716*Br + 1.61126*Cl - 0.31916*Sn² + 0.21635*Br² - 0.18195*SnCl - 0.05937*BrCl
174,496,7,"Br, Cl, Sn², Br², Cl², SnCl, BrCl",No,0.10832902000983499,0.007296442494900409,0.10854563963376959,0.11659201770237036,0.10980934998522626,0.10933861540900237,0.10941985406676577,0.09648526288581023,0.10235430888985039,0.10988999146489246,0.922907656007004,0.11741354631513397,0.10644623160203481,0,1,1,1,1,1,0,1,1,Eg = 1.51836 + 0.50365*Br + 6.64528*Cl - 0.32838*Sn² + 0.22836*Br² - 5.02837*Cl² - 0.20445*SnCl - 5.11647*BrCl
175,455,6,"Br, Sn², Br², Cl², SnCl, BrCl",No,0.10898926071546126,0.008428910012152534,0.10927476074612064,0.11876679010944184,0.11141739301689339,0.110110282923659,0.1091315504655557,0.09552028706175646,0.10373617330565196,0.10948944995777844,0.9234686244426816,0.1110830420193932,0.10549591721565997,0,1,0,1,1,1,0,1,1,Eg = 1.51599 + 0.52100*Br - 0.31637*Sn² + 0.21275*Br² + 1.60456*Cl² - 0.17123*SnCl + 1.56454*BrCl
176,189,4,"Br, Cl, Sn², SnCl",No,0.10911335145120252,0.007326593834653552,0.10933316992375756,0.11703655234946099,0.11208914996706351,0.11051481547057361,0.10868451020591857,0.09724172926299585,0.10437530693476257,0.106646498241543,0.927391381937314,0.098721056990877,0.10367883805004702,0,1,1,1,0,0,0,1,0,Eg = 1.50291 + 0.69254*Br + 1.59669*Cl - 0.31800*Sn² - 0.18220*SnCl
177,331,5,"Br, Cl, Sn², Cl², SnCl",No,0.10960234485951319,0.007530656568813424,0.10983175844996505,0.11768329677112209,0.11257973544816688,0.11057280747726568,0.10988828518555815,0.09728759941545312,0.10435471470994483,0.10712765005025592,0.9267347344620176,0.10546010701771122,0.10437912052902214,0,1,1,1,0,1,0,1,0,Eg = 1.50252 + 0.69536*Br + 1.53576*Cl - 0.31743*Sn² + 0.07431*Cl² - 0.18523*SnCl
