complexity,loss,equation,score,sympy_format,lambda_format
21,0.0039108605,(((Cl / 0.72865933) - ((Sn - square(0.27032578 - (Br / -1.7206541))) - square(Sn / 1.1315384))) + 1.3527273) * 1.1004028,0.007094090273682974,(Cl/0.72865933 - (-0.781018653320898*Sn**2 + Sn - (0.27032578 - Br/(-1.7206541))**2) + 1.3527273)*1.1004028,PySRFunction(X=>(Cl/0.72865933 - (-0.781018653320898*Sn**2 + Sn - (0.27032578 - Br/(-1.7206541))**2) + 1.3527273)*1.1004028)
22,0.0037632997,Cl + (((1.5734601 + ((Cl * 0.62695247) - (Sn - square(0.4091872 - (Br / -1.7023062))))) / (Sn + 1.1185)) + Sn),0.03846127416925099,Cl + Sn + (Cl*0.62695247 - (Sn - (0.4091872 - Br/(-1.7023062))**2) + 1.5734601)/(Sn + 1.1185),PySRFunction(X=>Cl + Sn + (Cl*0.62695247 - (Sn - (0.4091872 - Br/(-1.7023062))**2) + 1.5734601)/(Sn + 1.1185))
24,0.0035992465,((Cl / 0.6500004) + 1.4575918) - (((Sn * ((Br * Cl) - (Sn / 1.306017))) + Sn) - square((Br / -1.7039963) - 0.32192025)),0.022285817170995918,Cl/0.6500004 - (Sn*(Br*Cl - Sn/1.306017) + Sn - (Br/(-1.7039963) - 1*0.32192025)**2) + 1.4575918,PySRFunction(X=>Cl/0.6500004 - (Sn*(Br*Cl - Sn/1.306017) + Sn - (Br/(-1.7039963) - 1*0.32192025)**2) + 1.4575918)
25,0.0035696044,(1.486594 - (((Sn * (square((Cl * Br) - -0.45341033) - Sn)) + Sn) - square((-0.45341033 - Br) / -1.622186))) + (Cl / 0.6545927),0.008269740672565603,Cl/0.6545927 - (Sn*(-Sn + (Br*Cl - 1*(-0.45341033))**2) + Sn - 0.380013217214445*(-Br - 0.45341033)**2) + 1.486594,PySRFunction(X=>Cl/0.6545927 - (Sn*(-Sn + (Br*Cl - 1*(-0.45341033))**2) + Sn - 0.380013217214445*(-Br - 0.45341033)**2) + 1.486594)
26,0.0035194685,((Cl / 0.6505548) + 1.4645128) - ((((((Cs - Cl) * Cl) - (Sn / 1.3130918)) * Sn) + Sn) - square((Br / -1.6877425) - 0.31257313)),0.014144793435444135,Cl/0.6505548 - (Sn*(Cl*(-Cl + Cs) - Sn/1.3130918) + Sn - (Br/(-1.6877425) - 1*0.31257313)**2) + 1.4645128,PySRFunction(X=>Cl/0.6505548 - (Sn*(Cl*(-Cl + Cs) - Sn/1.3130918) + Sn - (Br/(-1.6877425) - 1*0.31257313)**2) + 1.4645128)
27,0.0033304994,(Cl / 0.65240777) + ((1.4566226 - ((Sn - square(Sn / -1.1128861)) - square(0.30984193 - (Br / -1.7006335)))) + (((Sn + -0.3983755) / -4.0134234) * Cs)),0.05518772117308357,Cl/0.65240777 + Cs*(Sn - 0.3983755)/(-4.0134234) - (-0.807418254315193*Sn**2 + Sn - (0.30984193 - Br/(-1.7006335))**2) + 1.4566226,PySRFunction(X=>Cl/0.65240777 + Cs*(Sn - 0.3983755)/(-4.0134234) - (-0.807418254315193*Sn**2 + Sn - (0.30984193 - Br/(-1.7006335))**2) + 1.4566226)
28,0.0033055504,((Cl / 0.6517745) + 1.4525349) - ((Sn + (((square(Sn) + -0.3794398) * (Cs / 3.7015595)) - square(0.31483126 - (Br / -1.7053826)))) - square(Sn / 1.1136073)),0.007519267727613016,Cl/0.6517745 - (Cs*(Sn**2 - 0.3794398)/3.7015595 - 0.806372784362327*Sn**2 + Sn - (0.31483126 - Br/(-1.7053826))**2) + 1.4525349,PySRFunction(X=>Cl/0.6517745 - (Cs*(Sn**2 - 0.3794398)/3.7015595 - 0.806372784362327*Sn**2 + Sn - (0.31483126 - Br/(-1.7053826))**2) + 1.4525349)
29,0.0030081712,1.4583485 + ((Cl / 0.62410617) - ((((Cs * (Sn + (Cl + -0.5048932))) / 3.9979472) - square((Br / -1.6869565) - 0.30310172)) + (Sn - square(Sn / -1.1116421)))),0.09427067562871828,Cl/0.62410617 - (Cs*(Cl + Sn - 0.5048932)/3.9979472 - 0.809226372807208*Sn**2 + Sn - (Br/(-1.6869565) - 1*0.30310172)**2) + 1.4583485,PySRFunction(X=>Cl/0.62410617 - (Cs*(Cl + Sn - 0.5048932)/3.9979472 - 0.809226372807208*Sn**2 + Sn - (Br/(-1.6869565) - 1*0.30310172)**2) + 1.4583485)
30,0.002999637,((Cl / 0.6225627) - ((Sn - square(Sn / -1.1124309)) + (((Cs * (Cl + (square(Sn) + -0.47904122))) / 3.9996872) - square((Br / -1.7022666) - 0.311715)))) + 1.4524022,0.002841038014600262,Cl/0.6225627 - (Cs*(Cl + Sn**2 - 0.47904122)/3.9996872 - 0.808079170847233*Sn**2 + Sn - (Br/(-1.7022666) - 1*0.311715)**2) + 1.4524022,PySRFunction(X=>Cl/0.6225627 - (Cs*(Cl + Sn**2 - 0.47904122)/3.9996872 - 0.808079170847233*Sn**2 + Sn - (Br/(-1.7022666) - 1*0.311715)**2) + 1.4524022)
31,0.0029514502,(Cl / 0.6224116) + (1.4641218 - (((((Cs / 3.7277656) * ((Cl + Sn) + -0.4788088)) + Sn) - square((Sn / -1.0399709) + 0.05345586)) - square((Br / -1.6794763) - 0.2954353))),0.016194638567313242,Cl/0.6224116 - (Cs*(Cl + Sn - 0.4788088)/3.7277656 + Sn - (Sn/(-1.0399709) + 0.05345586)**2 - (Br/(-1.6794763) - 1*0.2954353)**2) + 1.4641218,PySRFunction(X=>Cl/0.6224116 - (Cs*(Cl + Sn - 0.4788088)/3.7277656 + Sn - (Sn/(-1.0399709) + 0.05345586)**2 - (Br/(-1.6794763) - 1*0.2954353)**2) + 1.4641218)
32,0.0029143598,((Cl / 0.6228817) - ((Sn + ((((square(Sn) + -0.45775807) + Cl) * (Cs / 3.8169158)) - square(0.2938464 - (Br / -1.6735946)))) - square((Sn / -1.0287824) + 0.06370384))) + 1.4646477,0.012646469739343622,Cl/0.6228817 - (Cs*(Cl + Sn**2 - 0.45775807)/3.8169158 + Sn - (0.2938464 - Br/(-1.6735946))**2 - (Sn/(-1.0287824) + 0.06370384)**2) + 1.4646477,PySRFunction(X=>Cl/0.6228817 - (Cs*(Cl + Sn**2 - 0.45775807)/3.8169158 + Sn - (0.2938464 - Br/(-1.6735946))**2 - (Sn/(-1.0287824) + 0.06370384)**2) + 1.4646477)
33,0.002821438,(Cl / 0.62488216) + (1.443076 - (((Cs / 4.072946) * (((Br - -0.83741057) * (Sn + Cl)) + -0.53711957)) + ((Sn - square(Sn / -1.108385)) - square(0.3224648 - (Br / -1.7136787))))),0.032403488981976494,Cl/0.62488216 - (Cs*((Br - 1*(-0.83741057))*(Cl + Sn) - 0.53711957)/4.072946 - 0.8139893457788*Sn**2 + Sn - (0.3224648 - Br/(-1.7136787))**2) + 1.443076,PySRFunction(X=>Cl/0.62488216 - (Cs*((Br - 1*(-0.83741057))*(Cl + Sn) - 0.53711957)/4.072946 - 0.8139893457788*Sn**2 + Sn - (0.3224648 - Br/(-1.7136787))**2) + 1.443076)
34,0.0027838615,((Cl / 0.613779) + 1.4477855) - (((Sn - square(Sn / -1.111747)) - square((Br / -1.7032963) - 0.31567088)) + ((((Sn + (square(Br - -1.0599836) * Cl)) + -0.59536844) / 4.271343) * Cs)),0.01340769138693175,Cl/0.613779 - (Cs*(Cl*(Br - 1*(-1.0599836))**2 + Sn - 0.59536844)/4.271343 - 0.809073669284431*Sn**2 + Sn - (Br/(-1.7032963) - 1*0.31567088)**2) + 1.4477855,PySRFunction(X=>Cl/0.613779 - (Cs*(Cl*(Br - 1*(-1.0599836))**2 + Sn - 0.59536844)/4.271343 - 0.809073669284431*Sn**2 + Sn - (Br/(-1.7032963) - 1*0.31567088)**2) + 1.4477855)
35,0.0027370837,((Cl / 0.61405396) + 1.4398323) - ((Sn + (((Cs / 4.077878) * ((((Cl + Sn) + Cl) * (Br - -0.59134173)) - 0.52989626)) - square(Sn / -1.1166664))) - square((Br / -1.7231976) - 0.32757944)),0.016945982152475617,Cl/0.61405396 - (Cs*((Br - 1*(-0.59134173))*(Cl + Cl + Sn) - 1*0.52989626)/4.077878 - 0.801960730542125*Sn**2 + Sn - (Br/(-1.7231976) - 1*0.32757944)**2) + 1.4398323,PySRFunction(X=>Cl/0.61405396 - (Cs*((Br - 1*(-0.59134173))*(Cl + Cl + Sn) - 1*0.52989626)/4.077878 - 0.801960730542125*Sn**2 + Sn - (Br/(-1.7231976) - 1*0.32757944)**2) + 1.4398323)
