model_id,id,Sn,Br,Cl,Cs,Bg,prediction,shap_base_value,shap_term__Sn,shap_term__Br,shap_term__Cl,shap_term__Cs,shap_term__Sn^2,shap_term__Br^2,shap_term__Cl^2,shap_term__Sn*Br,shap_term__Sn*Cl,shap_term__Cs*Br,shap_term__Cs*Cl,shap_reconstruction_error
m4_full_s3,23,0.4,0.0,0.0,1.0,1.38,1.3538562692623588,1.6512277992277937,-0.27906687251806606,-0.08291688231396835,-0.0396239645662496,0.08172120299537915,0.0489814003974183,-0.03442305767375257,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,24,0.0,1.0,0.0,0.0,2.296,2.2870201061930873,1.6512277992277937,0.1515777687699602,0.32210876753878853,-0.0396239645662496,-0.010985655328974532,-0.09117311925898199,0.29593186609694655,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,25,0.0,0.095,0.0,0.2,1.64,1.6102477690623587,1.6512277992277937,0.1515777687699602,-0.04443944557795644,-0.0396239645662496,0.0075557163358962055,-0.09117311925898199,-0.03144160448672201,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0007657242365315357,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,26,0.0,0.256,0.0,0.2,1.71,1.6917664695719123,1.6512277992277937,0.1515777687699602,0.020769684048337424,-0.0396239645662496,0.0075557163358962055,-0.09117311925898199,-0.012772917389516032,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,-0.0015933919774145497,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,27,0.0,0.5,0.0,0.05,1.85,1.8395448193875528,1.6512277992277937,0.1515777687699602,0.11959594261241009,-0.0396239645662496,-0.006350312412756848,-0.09117311925898199,0.04816567326892222,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.000326137364367669,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,28,0.0,0.6,0.0,0.0,1.92,1.9135826950387367,1.6512277992277937,0.1515777687699602,0.1600985075976858,-0.0396239645662496,-0.010985655328974532,-0.09117311925898199,0.08450471488369911,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,29,0.0,0.02,0.0,0.02,1.6,1.5616970189112038,1.6512277992277937,0.1515777687699602,-0.07481636931691321,-0.0396239645662496,-0.009131518162487457,-0.09117311925898199,-0.03429091570424429,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.002128443540239523,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,30,0.0,0.667,0.0,0.0,1.974,1.9687629127028425,1.6512277992277937,0.1515777687699602,0.1872352261378205,-0.0396239645662496,-0.010985655328974532,-0.09117311925898199,0.11254821400767002,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,31,0.0,0.1,0.0,0.0,1.65,1.5954456467926137,1.6512277992277937,0.1515777687699602,-0.042414317328692656,-0.0396239645662496,-0.010985655328974532,-0.09117311925898199,-0.031119508436045575,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
m4_full_s3,32,0.0,0.59,0.0,0.0,1.96,1.905601214947338,1.6512277992277937,0.1515777687699602,0.1560482510991582,-0.0396239645662496,-0.010985655328974532,-0.09117311925898199,0.08057349129082779,-0.0009956828623808517,0.003859944053412938,0.00042770367681941815,0.0021577493317171143,0.0025069295142354305,4.440892098500626e-16
