model_id,variable,min_derivative,max_derivative,mean_derivative,sign_direction,derivative_range_crosses_zero,exact_zero_on_grid
m4_full_s3,Sn,-1.1181838381442506,0.6337476575607525,-0.24221809029174907,mixed,True,False
m4_full_s3,Br,0.36948022602229624,1.0301900735636946,0.6998351497929951,positive,False,False
m4_full_s3,Cl,1.512704606926738,1.6255560530198148,1.569130329973276,positive,False,False
m4_full_s3,Cs,0.06948918017621299,0.06948918017621299,0.069489180176213,positive,False,False
